,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator,param_kbest__k,param_preprocessor__text__tfidf__ngram_range,param_preprocessor__text__tfidf__tokenizer,param_preprocessor__text__tfidf__use_idf,param_clf__estimator__class_weight,param_clf__estimator__penalty,param_clf__estimator__alpha,param_clf__estimator__max_features,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Balanced accuracy,split1_test_Balanced accuracy,split2_test_Balanced accuracy,split3_test_Balanced accuracy,split4_test_Balanced accuracy,mean_test_Balanced accuracy,std_test_Balanced accuracy,rank_test_Balanced accuracy,split0_test_Matthews correlation coefficient,split1_test_Matthews correlation coefficient,split2_test_Matthews correlation coefficient,split3_test_Matthews correlation coefficient,split4_test_Matthews correlation coefficient,mean_test_Matthews correlation coefficient,std_test_Matthews correlation coefficient,rank_test_Matthews correlation coefficient,learner
15,4.087236499786377,0.10330757806472299,0.20651822090148925,0.021312934568969235,RidgeClassifier(),10000,"(1, 1)",,False,,,,,"{'clf__estimator': RidgeClassifier(), 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7840794587591766,0.781056571181805,0.7711242262847272,0.7822081474017561,0.777857759861791,0.7792652326978511,0.004545401594818048,11,0.4409105073447108,0.4067172511456997,0.4053945569180875,0.42195660966601356,0.4332274605091285,0.42164127711672805,0.014087759099266456,91,0.7232661767957409,0.7185417820825276,0.7069197297774676,0.7197694302522756,0.7129340509988237,0.716286233981367,0.005742965905181188,12,RidgeClassifier
243,0.8324428081512452,0.05902991468684667,0.20029306411743164,0.01341993857607759,ComplementNB(),5000,"(1, 1)",,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7643587159925147,0.7562976824528573,0.7511155894630775,0.7663739743774292,0.7611575007198388,0.7598606926011435,0.005540913921647448,58,0.4434569408744449,0.4090559752543584,0.40871922104705294,0.42472936145344137,0.42135901440497214,0.42146410260685396,0.012733825224958214,92,0.6994490755571551,0.6884146581164051,0.6823650693193974,0.7007642920218861,0.6928552657177459,0.692769672146518,0.0068666965904385325,57,ComplementNB
152,15.740710687637328,1.2462511897063477,3.6299646377563475,0.3056665796635071,PassiveAggressiveClassifier(),5000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,,,"{'clf__estimator': PassiveAggressiveClassifier(), 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7299553764214769,0.7254930185691666,0.7286598531740319,0.7302432704764646,0.7296285632018428,0.7287960163685965,0.0017355189018329533,168,0.41786474238480736,0.4085952171069051,0.38449913063851615,0.4694838516377688,0.42611031614686146,0.42131065158297176,0.02782926021944021,93,0.6645282039756287,0.6556450008501354,0.6562082749153353,0.6594523890819506,0.6569990002044928,0.6585665738055085,0.0032520809391165793,156,PassiveAggressiveClassifier
141,15.35032253265381,0.31917460269509085,3.029603290557861,0.062947940209796,Perceptron(),10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,,,"{'clf__estimator': Perceptron(), 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7374406218511588,0.7283719591190442,0.7210306607168562,0.7214625017993378,0.7340915634897783,0.7284794613952351,0.006580759787326179,169,0.4091697065191996,0.4057977461487462,0.41542357236849586,0.4636490924250018,0.4111576178409005,0.42103954706046876,0.02153123620473929,94,0.6678881008677718,0.6563771272389566,0.6501384587428514,0.6512539712049247,0.6602410969850824,0.6571797510079174,0.006471158534035229,162,Perceptron
252,10.591687488555909,0.2448094965471257,2.6583062171936036,0.07539775029931606,ComplementNB(),10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7483805959406938,0.739599827263567,0.7426227148409386,0.7512595364905714,0.7451770803340052,0.7454079509739552,0.004113947344358589,109,0.44148618786987825,0.41065616963725776,0.39063268237500504,0.42941860316218206,0.4289996932394717,0.42023866725675896,0.017781015343049232,95,0.6783201583127331,0.6666698153442868,0.6714447297016795,0.6814640043170272,0.6723022656961669,0.6740401946743788,0.005244241897227468,112,ComplementNB
300,10.59237198829651,0.32965184353201205,2.7580403327941894,0.1447697282004294,ComplementNB(),10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7575932057003023,0.7554340002878941,0.7535626889304736,0.7601842521951921,0.7555427584221135,0.7564633811071951,0.0022557735421893325,77,0.43604072977617825,0.41409391996788164,0.3970547530935141,0.4247424141531331,0.42585489280294925,0.4195573419587313,0.013224686610457904,96,0.689949432539201,0.6867709963212816,0.6852714341569733,0.6926361885377826,0.6850931531258688,0.6879442409362214,0.002921789395848957,79,ComplementNB
44,18.89055390357971,1.762327467808133,3.163173484802246,0.03419220886989357,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7727076435871599,0.7728515906146538,0.7627752986900821,0.7745789549445804,0.7670601785200115,0.7699947332712975,0.0044106337837717235,38,0.4363408554881607,0.4076508817355527,0.4078365797008361,0.42426481885907874,0.4203986383813983,0.4192983548330053,0.010801473382149429,97,0.7094992296227249,0.7091664026225055,0.697385459705331,0.7110530142093502,0.6997196135114095,0.7053647439342643,0.005646936757385128,41,LinearSVC
267,0.8128302574157715,0.03649856063060108,0.1920858383178711,0.00693335007238086,ComplementNB(),5000,"(1, 1)",,False,,,0.5,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.5, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7645026630200087,0.7588887289477473,0.7539945300129552,0.7675255505973801,0.7640368557443132,0.7617896656644809,0.004785188972854421,49,0.43265753747658087,0.4070277782269662,0.4047447729248678,0.4235979591638737,0.426097072326337,0.4188250240237251,0.010994821546410285,98,0.6994990384085844,0.6918474767850095,0.6861545215232304,0.702144135495736,0.6964654264405857,0.6952221197306293,0.00568087492322255,51,ComplementNB
165,16.117891216278075,0.399403049351004,3.0589139461517334,0.07426975524810688,PassiveAggressiveClassifier(),10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,,,"{'clf__estimator': PassiveAggressiveClassifier(), 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7653663451849719,0.7554340002878941,0.7443500791708652,0.7613358284151432,0.7574143391880219,0.7567801184493793,0.007087988845400023,74,0.43367667855825326,0.4043898203855856,0.4159291897588093,0.4155907167273869,0.4219684771530544,0.4183109765166179,0.00955356917223096,99,0.7008644852139269,0.6889819515064062,0.6752168740295444,0.6953122171620969,0.6872859873556448,0.6895323030535239,0.008626773311030985,70,PassiveAggressiveClassifier
13,14.224975824356079,0.5028388906539962,2.5980531692504885,0.08695590230120445,RidgeClassifier(),10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,,,"{'clf__estimator': RidgeClassifier(), 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7806247300993234,0.7788973657693968,0.7705484381747517,0.7840794587591766,0.7772818888568961,0.778286376331909,0.004478519676296361,15,0.43856173680505717,0.40775963021105927,0.39935853054216414,0.42392022329865336,0.4218138488454434,0.41828279394047546,0.013596684906697513,100,0.7186315791339272,0.7158060488388304,0.7061890177093079,0.7222597171974311,0.7118563204597124,0.7149485366678417,0.005550575882363219,16,RidgeClassifier
241,10.709391927719116,0.6269077928255092,2.6580942153930662,0.20092064636579685,ComplementNB(),5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7613358284151432,0.7537066359579675,0.7534187419029797,0.7627752986900821,0.7588540167002591,0.7580181043332864,0.003849151465806739,70,0.43745740336603334,0.40741673973860865,0.39738599813856523,0.4213684794705148,0.4262582998004417,0.4179773841028328,0.014107279173500036,101,0.6953604986230131,0.6852671895098377,0.6855566062844324,0.6964380575813027,0.690045396275063,0.6905335496547298,0.004709680634741795,68,ComplementNB
122,1.3658567905426025,0.041076527924726915,0.20750622749328612,0.006354741636559413,Perceptron(),5000,"(1, 1)",,True,,,,,"{'clf__estimator': Perceptron(), 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7426227148409386,0.7079314812149129,0.7361450986037138,0.7149848855621131,0.7315001439677512,0.7266368648378859,0.013078726169519234,177,0.4580617977885256,0.38921297110712993,0.4018548941542355,0.42552848134953736,0.4148520862002133,0.41790204611992837,0.023498274554557008,102,0.6731280875999275,0.6357284956628821,0.6629362555603258,0.6407070649296086,0.659424829295992,0.6543849466097471,0.014035513853263688,169,Perceptron
87,1.6645822048187255,0.09950283722182833,0.20840539932250976,0.010140446429716463,SGDClassifier(),10000,"(1, 1)",,False,,l2,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'l2', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7793292068518785,0.770260544119764,0.7613358284151432,0.7765942133294947,0.7696515980420385,0.7714342781516639,0.006252825237487702,37,0.45001907707113065,0.3989337377300392,0.40215755055079005,0.42371433950079396,0.41452666060475324,0.41787027309150143,0.018354075706042357,103,0.7185464681331951,0.7059675270744137,0.696032654430717,0.7141111536498217,0.7021474509937797,0.7073610508563855,0.008101031354262097,36,SGDClassifier
35,6.219394540786743,0.21308770841564148,0.5255355834960938,0.06029827833652851,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 3)",,False,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7669497624874047,0.760328199222686,0.7483805959406938,0.760328199222686,0.7623092427296285,0.7596591999206199,0.0061364005295957555,59,0.43534301231512895,0.40683960025784716,0.40898494692286685,0.41799252230923367,0.41992570568514853,0.41781715749804504,0.010100960567688147,104,0.7021093261278972,0.6929798379874303,0.6786650266810311,0.6925836800291937,0.6934879705956838,0.6919651682842473,0.00753032194912537,59,LinearSVC
75,1.576566505432129,0.20676088062255485,0.1996002674102783,0.008039804733242692,SGDClassifier(),5000,"(1, 1)",,False,,l2,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'l2', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7793292068518785,0.7693968619548006,0.7627752986900821,0.7765942133294947,0.7715231788079471,0.7719237519268406,0.005777435430015345,34,0.44277580990232723,0.39355260307362405,0.39866588129685104,0.42698090028162056,0.426351831282898,0.41766540516746414,0.01862887009969254,105,0.7176505501294137,0.7045394501639894,0.6973331448965604,0.7137912395890326,0.7059837574050633,0.7078596284368119,0.007160942536650758,35,SGDClassifier
33,18.650839853286744,0.8230784815241243,3.383152198791504,0.45461408308365275,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7686771268173312,0.7583129408377717,0.7521232186555348,0.7617676694976249,0.7594298877051541,0.7600621687026833,0.005359342152037397,56,0.4410540557351481,0.40630613409963257,0.40448029437487726,0.41642385399780857,0.419540380397465,0.41756094372098634,0.013076020660992234,106,0.7044655993148446,0.6904083135968475,0.6836348670724467,0.6944036039128628,0.6897188211115258,0.6925262410017055,0.006891973907548434,58,LinearSVC
255,0.8727424621582032,0.0057790958431319095,0.21790647506713867,0.017451632922328767,ComplementNB(),10000,"(1, 1)",,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7632071397725637,0.7526990067655103,0.7514034835180654,0.7645026630200087,0.7602936942124964,0.7584211974577288,0.005392355451559123,66,0.4378526250644665,0.405532484076795,0.40414659998364344,0.4206780195001696,0.4193515229563319,0.41751225031628125,0.012241660600047555,107,0.697751827363489,0.6834466373446413,0.6826934492383493,0.698201011358902,0.691402076432979,0.6906990003476721,0.0066813542310087265,66,ComplementNB
1,14.962937593460083,1.0642059321597441,2.601810169219971,0.03981242749626567,RidgeClassifier(),5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,,,"{'clf__estimator': RidgeClassifier(), 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7807686771268173,0.777601842521952,0.7699726500647761,0.7830718295667195,0.7767060178520011,0.7776242034264532,0.004448689223179525,17,0.43868496013478514,0.4069133486672997,0.39855223421360975,0.4224772945967956,0.4204356229226119,0.4174126921070204,0.013807612253787212,108,0.7188150083575856,0.714103443554534,0.7054076263239045,0.7209680798848431,0.7111765135193565,0.7140941343280447,0.005540862717512537,18,RidgeClassifier
46,6.780913209915161,0.8297436698117152,0.5347922325134278,0.033512976518255834,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 3)",,True,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7742910608895927,0.7706923852022456,0.7619116165251187,0.7709802792572333,0.7631730492369709,0.7682096782222322,0.0048136574840021654,42,0.43297235581633814,0.40162402850125334,0.41162447806542857,0.4201590909636141,0.41578000450914987,0.4164319915711568,0.010298426702763265,109,0.7115941145064392,0.7063787241589083,0.6961174522733684,0.7064498730769813,0.6948086969142773,0.703069772185995,0.006505670972327129,42,LinearSVC
164,15.370778369903565,0.2038981121947939,2.955252170562744,0.04672084308492231,PassiveAggressiveClassifier(),10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,,,"{'clf__estimator': PassiveAggressiveClassifier(), 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7691089678998129,0.7634950338275515,0.7574492586728084,0.752986900820498,0.7572703714367982,0.7600621065314939,0.005626899413746451,57,0.42669366150694,0.3959121872692323,0.39873418755806855,0.43210708135677733,0.42839085332773896,0.4163675942037514,0.015673407954504243,110,0.7049693519397964,0.697141863527276,0.6899584973367141,0.6885387060504214,0.6887933913027875,0.693880362031399,0.0063780039462582065,56,PassiveAggressiveClassifier
133,11.644455623626708,0.3184620680773216,2.6086754322052004,0.09155215463459718,Perceptron(),10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,,,"{'clf__estimator': Perceptron(), 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7424787678134447,0.7062041168849863,0.7266445947891176,0.7429106088959263,0.7015548517132162,0.7239585880193382,0.0174730617409471,189,0.4276302132465953,0.3623093651365154,0.41254351224415653,0.42400272619179624,0.45134257920000426,0.4155656792038135,0.02946893889521996,111,0.6717925453655222,0.6385281188303361,0.6524777440391369,0.6728370957110018,0.6279288860140714,0.6527128779920137,0.01780183577442654,173,Perceptron
109,11.889964866638184,0.34891028008742747,2.601215934753418,0.11669167487325509,SGDClassifier(),10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,elasticnet,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'elasticnet', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7721318554771844,0.7650784511299842,0.7600403051676983,0.771412120339715,0.7656205010077742,0.7668566466244712,0.004466155287663769,45,0.4331384967992477,0.40192754541342135,0.39208652962175733,0.4236479542164883,0.4232479208623065,0.4148096893826442,0.015281069856885297,112,0.7091878381814765,0.7005660908318302,0.6938199140520843,0.7074399167544607,0.6986799004120636,0.701938732046383,0.005678589721040172,45,SGDClassifier
265,10.828496742248536,0.36850951986988145,2.9389047145843508,0.38025878952779346,ComplementNB(),5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,0.5,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.5, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7610479343601555,0.7552900532604002,0.7548582121779185,0.7649345041024903,0.7592859199539304,0.7590833247709788,0.0037517334764759517,61,0.4251825144962421,0.4086207148614986,0.3972902516616596,0.4226845583913156,0.41998915810901444,0.4147534395039461,0.010408210628797323,113,0.6948872735938741,0.6872927270986958,0.6874684326300678,0.6990734644255863,0.6904348582488893,0.6918313511994226,0.004546894003446592,60,ComplementNB
253,10.933680200576783,0.7473406534820703,2.7169485092163086,0.15294885842303177,ComplementNB(),10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7574492586728084,0.7522671656830286,0.7534187419029797,0.7626313516625882,0.7575583069392456,0.7566649649721302,0.00365758251912693,75,0.4324979760667357,0.4051388614385358,0.39097103462248695,0.4187226574381756,0.4252535738847652,0.41451682069013984,0.01482321855643457,114,0.6902618332505954,0.6830610663131141,0.6855003168059006,0.6961412326294976,0.6881858584970706,0.6886300614992358,0.004474074123933388,75,ComplementNB
80,15.086935997009277,0.5603870681338476,3.133287191390991,0.29007843052169807,SGDClassifier(),5000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,l2,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'l2', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7332661580538362,0.7197351374694112,0.7282280120915503,0.7362890456312077,0.7327958537287648,0.730062841394954,0.005771035958503088,165,0.4185579381627417,0.3890026444076246,0.4159917898054611,0.4295566754785153,0.41650043900449185,0.413921897371767,0.01340031089633756,115,0.6604558061372847,0.644691029764124,0.6557126062390994,0.6648591393439229,0.6586201056997006,0.6568677374368264,0.006773685463602459,164,SGDClassifier
111,1.9208306312561034,0.17185952580075142,0.20631060600280762,0.011631296508152587,SGDClassifier(),10000,"(1, 1)",,False,,elasticnet,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'elasticnet', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7725636965596661,0.7682452857348496,0.7509716424355837,0.7709802792572333,0.7656205010077742,0.7656762809990214,0.007725259641586122,48,0.44523937669378855,0.40810730521015093,0.3899912573415372,0.40981391740328554,0.4153255277155718,0.4136954768728668,0.01792126598039041,116,0.7104841099023955,0.7026870992916698,0.6836510432378905,0.7075059287620965,0.6992026243663539,0.7007061611120812,0.009369171864789834,48,SGDClassifier
279,0.829619312286377,0.0406446951565195,0.19179959297180177,0.008328247322578398,ComplementNB(),10000,"(1, 1)",,False,,,0.5,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.5, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7632071397725637,0.7577371527277962,0.7544263710954369,0.7672376565423924,0.7644687589979845,0.7614154158272347,0.004664933694097526,50,0.42891524524332336,0.39755796739655974,0.399600990990293,0.42254975631306885,0.4196678176310509,0.4136583555148592,0.012686806707783263,117,0.6977219617064442,0.6901994013045138,0.6864280679240493,0.7017538625137256,0.6968983584114814,0.6946003303720428,0.005520010640141151,54,ComplementNB
73,12.696135568618775,2.2409142015311896,2.6700937747955322,0.14214655794969897,SGDClassifier(),5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,l2,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'l2', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.776306319274507,0.7633510868000576,0.7643587159925147,0.7722758025046783,0.7716671465591708,0.7695918142261857,0.004958374155826269,39,0.435387079063441,0.40886082825425446,0.39709564586936397,0.4139463689323686,0.4114361342162245,0.41334521126713053,0.012441928856067794,118,0.7154997113208831,0.6982139268466183,0.7000600679922256,0.7090666079136334,0.7050333139860581,0.7055747256118836,0.006254350757776206,39,SGDClassifier
82,5.438468360900879,0.900227362406069,0.5347211837768555,0.04746033114836017,SGDClassifier(),5000,"(1, 3)",,True,,l2,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'l2', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7434863970059018,0.7286598531740319,0.7236217072117461,0.7364329926587015,0.7312122084653038,0.7326826317031371,0.006800467575770411,155,0.4207198694137254,0.3971624440066775,0.41028242419695066,0.4210712951219152,0.41439235407188907,0.41272567736223154,0.008769469449294128,119,0.6717150494047549,0.6546099988767831,0.6482135857915434,0.663345953134795,0.6539980812386945,0.6583765336893143,0.00823716300003019,159,SGDClassifier
95,4.853695011138916,0.7814265833807491,0.5053912162780761,0.019911311918767768,SGDClassifier(),10000,"(1, 3)",,False,,l2,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'l2', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7666618684324169,0.7604721462501799,0.7528429537930041,0.7655102922124658,0.7577022746904694,0.7606379070757072,0.00508792606432322,54,0.43635904346202653,0.4096059915556942,0.4086099582808591,0.41599749874900865,0.39194845126769434,0.4125041886630566,0.014334296142095021,120,0.704744438522801,0.6952498000365341,0.6860481485933296,0.7003372852427829,0.6887120931128317,0.6950183531016558,0.006973877377654879,52,SGDClassifier
99,2.0581812858581543,0.2597409115528617,0.2047675609588623,0.01756586926290647,SGDClassifier(),5000,"(1, 1)",,False,,elasticnet,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'elasticnet', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7732834316971354,0.7653663451849719,0.754282424067943,0.773715272779617,0.7644687589979845,0.7662232465455304,0.007104539667067303,46,0.4319615237701547,0.3973889640898726,0.38194697357344254,0.4270461717434288,0.42070424630326697,0.4118095758960331,0.01906357301311943,121,0.7112201517215888,0.7008344356160441,0.6875373065686653,0.7105075132203093,0.6978133885070386,0.7015825591267292,0.008770102074256419,46,SGDClassifier
118,4.997420167922973,0.17947088763535798,0.5159246444702148,0.0190481327250772,SGDClassifier(),10000,"(1, 3)",,True,,elasticnet,,,"{'clf__estimator': SGDClassifier(), 'clf__estimator__penalty': 'elasticnet', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7482366489132,0.7476608608032244,0.7449258672808406,0.7557218943428818,0.7454650158364526,0.7484020574353198,0.003869544059020413,96,0.41082700254950016,0.44307074516774403,0.3920853313192473,0.409953072896374,0.4024685587345512,0.4116809421334834,0.017075657823435383,122,0.6827370872130678,0.6800848679206909,0.6765303906685439,0.6880227482992699,0.6740564125295059,0.6802863013262156,0.004874790619805477,91,SGDClassifier
