,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator,param_kbest__k,param_preprocessor__text__tfidf__ngram_range,param_preprocessor__text__tfidf__tokenizer,param_preprocessor__text__tfidf__use_idf,param_clf__estimator__class_weight,param_clf__estimator__penalty,param_clf__estimator__alpha,param_clf__estimator__max_features,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Balanced accuracy,split1_test_Balanced accuracy,split2_test_Balanced accuracy,split3_test_Balanced accuracy,split4_test_Balanced accuracy,mean_test_Balanced accuracy,std_test_Balanced accuracy,rank_test_Balanced accuracy,split0_test_Matthews correlation coefficient,split1_test_Matthews correlation coefficient,split2_test_Matthews correlation coefficient,split3_test_Matthews correlation coefficient,split4_test_Matthews correlation coefficient,mean_test_Matthews correlation coefficient,std_test_Matthews correlation coefficient,rank_test_Matthews correlation coefficient,learner
49,15.455088758468628,0.9797082193800329,3.012386131286621,0.6475332918986135,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7721318554771844,0.7712681733122211,0.7691089678998129,0.7790413127968907,0.7755542758422114,0.7734209170656642,0.0034936788318569957,28,0.5329557505661071,0.5341974913742444,0.511037516513517,0.5299179531238514,0.5144106685288469,0.5245038760213133,0.009776791587048772,1,0.712539834302737,0.7099527166787963,0.7080449194898751,0.7204655141869036,0.7135368457284214,0.7129079660773467,0.004243353983980873,22,LinearSVC
61,14.485889768600464,0.35909304380252144,2.671855115890503,0.09078539360291162,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7717000143947027,0.7704044911472578,0.7698287030372822,0.777457895494458,0.7754103080909877,0.7729602824329377,0.002971810327450546,29,0.5327518321493161,0.530515137796146,0.51196678569055,0.5271639467385562,0.5138136325318569,0.5232422669812851,0.00865727067397036,2,0.7118745204194119,0.7088882288765012,0.7088599434408485,0.7183035527358199,0.7132768438443307,0.7122406178633824,0.0034823682275150238,25,LinearSVC
51,4.307448863983154,0.44772220841082583,0.19791717529296876,0.008220723040817696,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 1)",,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7728515906146538,0.7724197495321722,0.7679573916798618,0.7771700014394702,0.7732507918226317,0.772729905017758,0.0029282645600328403,30,0.5304024064231441,0.531695749705684,0.5085935584627318,0.5278836504016898,0.5024160582948859,0.5201982846576272,0.01221685634384769,3,0.7131050613414325,0.7113909345896064,0.7065921912123088,0.7177949183983919,0.7105386820772089,0.7118843575237898,0.0036465375503528957,27,LinearSVC
63,5.381563282012939,0.8803677018398484,0.24201407432556152,0.05264430089218113,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7727076435871599,0.7741471138620988,0.7682452857348496,0.7765942133294947,0.77627411459833,0.7735936742223866,0.00302934318548611,27,0.5293181362221946,0.5337280903748574,0.5070006577429038,0.5195683650987809,0.5039183100746747,0.5187067119026822,0.011787409521533508,4,0.7128174250274195,0.7136321998440881,0.7068240907431704,0.7169752687478023,0.7141928395216816,0.7128883647768325,0.003338807602679477,23,LinearSVC
48,14.19161605834961,0.626957269367099,2.7068233489990234,0.13642969115158715,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7754426371095436,0.7735713257521232,0.7666618684324169,0.7748668489995681,0.7722430175640657,0.7725571395715436,0.003147771330068006,31,0.5271594973816449,0.5262308745062338,0.4945438588282036,0.5012489360688204,0.5072521703304681,0.5112870674230742,0.01321083579954689,5,0.7159217611804949,0.7123386618659138,0.7043339758531972,0.714329733414469,0.708921611928979,0.7111691488486107,0.004140420064561037,29,LinearSVC
60,14.093987321853637,0.25218273942889213,2.608138418197632,0.03552685193449254,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7727076435871599,0.7734273787246293,0.7683892327623435,0.7755865841370375,0.7710912755542758,0.7722404229530893,0.002407328786142503,32,0.5194359506750381,0.5216435245871657,0.4975591253185122,0.5047140178162783,0.5055308801200138,0.5097766997034017,0.009241747863149848,6,0.7123652039791772,0.7121395796263196,0.706568496169224,0.7152659408903052,0.7073165089015013,0.7107311459133054,0.0032925854760142816,31,LinearSVC
50,3.8111568450927735,0.16636104714633718,0.20945005416870116,0.0038407738483079044,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 1)",,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7712681733122211,0.7727076435871599,0.7696847560097884,0.7735713257521232,0.7732507918226317,0.7720965380967849,0.0014410850955997479,33,0.5180950574321184,0.5141447294629122,0.5070632656115527,0.5162045428393389,0.4924961926023744,0.5096007575896594,0.009331835819018752,7,0.7105273599247461,0.7111752890956673,0.7083355406944418,0.712645203086157,0.7099467126522919,0.7105260210906608,0.0014174826769891764,32,LinearSVC
62,3.839690113067627,0.11428057391428462,0.21016244888305663,0.014383642349359715,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7706923852022456,0.7718439614221966,0.7693968619548006,0.7735713257521232,0.7739706305787504,0.7718950329820232,0.0017209236649143127,35,0.5149983195278338,0.5111135605300087,0.5060070787424038,0.5159608649854188,0.4957850170517953,0.5087729681674921,0.007378838002394223,8,0.7097065461267948,0.7099574421661183,0.7077389898422048,0.7125330710561026,0.7107213574486752,0.7101314813279791,0.0015524472374006735,34,LinearSVC
69,19.59116325378418,0.2654140846520072,3.411918067932129,0.5003979930361038,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7706923852022456,0.7732834316971354,0.7630631927450698,0.7662300273499352,0.7660524042614454,0.7678642882511663,0.0036433363390401792,44,0.49992386622260704,0.4932044689725527,0.4919696744789617,0.48596910309537417,0.490870169018208,0.4923874563575407,0.00449748695236551,9,0.7104409230258526,0.7125216075330059,0.7004879850139615,0.7043654825011635,0.7015522000374903,0.7058736396222948,0.004796044382147748,38,LinearSVC
58,8.336185598373413,0.9012734087562387,0.554255199432373,0.03006388246392083,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 3)",,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7372966748236649,0.7308190585864401,0.72376565423924,0.7344177342737872,0.7303484019579615,0.7313295047762187,0.004551466418709382,161,0.4907550276670559,0.47169070687873216,0.46979072588198045,0.5478271170423177,0.48122849667899503,0.4922584148298162,0.028773694896465484,10,0.6679203610913232,0.6591833335809871,0.6505134793887255,0.6637917767233552,0.656291088131506,0.6595400077831794,0.0060078077688185474,153,LinearSVC
57,20.043739128112794,1.7988184568874315,3.2034971714019775,0.2915343885228764,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7463653375557795,0.7426227148409386,0.7393119332085792,0.744494026198359,0.7446012093291102,0.7434790442265533,0.0023965911773020858,121,0.4935437367865896,0.49088257531450663,0.4765002367117588,0.4980198430648914,0.48537555099392443,0.4888643885743342,0.007413986286495489,11,0.6813205225982091,0.6755721736574203,0.6713569302384684,0.6783066123204161,0.6752235043440327,0.6763559486317093,0.0033268303733812554,101,LinearSVC
71,9.018404340744018,1.9134033526931988,0.548759126663208,0.0866747877913761,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 3)",,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7704044911472578,0.7705484381747517,0.7610479343601555,0.7699726500647761,0.767348114022459,0.76786432555388,0.0036008775957426203,43,0.4950306162592425,0.4837276437936892,0.48267683772108505,0.4814247657645783,0.4952935440920926,0.48763068152613753,0.006192998614310675,12,0.7097472580672979,0.7087549997095522,0.6976058476845676,0.7086039459171122,0.7029164537852596,0.705525701032758,0.0046315818801634535,40,LinearSVC
59,8.166427183151246,0.5793192388502271,0.5267148017883301,0.05608565761567822,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 3)",,False,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7475169137757305,0.7397437742910609,0.7352814164387506,0.7446379732258529,0.7456089835876764,0.7425578122638142,0.00445183444876694,127,0.49591716644679457,0.4800204625021139,0.46469503617156205,0.5013483759622299,0.4874408644405867,0.4858843811046574,0.012849812754452159,13,0.6816408043679414,0.6709914858526309,0.6655878878854505,0.6772702416130576,0.6761024802626884,0.6743185799963538,0.005528184446709534,111,LinearSVC
68,20.249293184280397,1.3348165341381724,3.2697012424468994,0.17228113869681674,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.761623722470131,0.766517921404923,0.7581689938102778,0.7606160932776738,0.7588540167002591,0.7611561495326529,0.0029489590606983657,52,0.4929568010268708,0.4730509335157837,0.4714341844067884,0.4898146502445779,0.48478642908505665,0.4824085996558155,0.008715181190641777,14,0.6985978647822859,0.7036824950970835,0.6936739846231676,0.6968188739546549,0.6917381239208349,0.6969022684756053,0.004145930055715588,50,LinearSVC
56,19.304643297195433,0.9103445194597775,2.997132158279419,0.041182904094908025,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7347056283287751,0.7241974953217216,0.7300993234489708,0.7360011515762199,0.7329398214799885,0.7315886840311352,0.004191864727745337,159,0.4922185872340437,0.45972306183423184,0.4708241419738818,0.4962571654572714,0.48803646333320155,0.48141188396652607,0.013882057166184873,15,0.6651397529137284,0.6517243150619081,0.6584633382789027,0.6657420136238625,0.6597252187797614,0.6601589277316326,0.0051026519675564,149,LinearSVC
70,8.213195514678954,0.27254412830670993,0.5464276790618896,0.014244273542580113,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 3)",,True,balanced,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': 'balanced', 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7614797754426371,0.7627752986900821,0.7544263710954369,0.7645026630200087,0.7634609847394184,0.7613290185975167,0.003588266846852397,51,0.49513660870057086,0.471276451286369,0.4642365618353703,0.48788333039784204,0.48693039090996326,0.4810926686260231,0.011470926733079236,16,0.6981878280410938,0.6987819749360197,0.6887714900035915,0.701429813088415,0.6974389845282752,0.6969220181194791,0.00429139353671312,49,LinearSVC
262,4.57300295829773,0.5498319793723921,0.5614039897918701,0.08435778780697048,ComplementNB(),10000,"(1, 3)",,True,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7345616813012811,0.7316827407514035,0.7263567007341298,0.7339858931913056,0.7264612726749208,0.7306096577306082,0.0035627434693754935,163,0.4730604052501425,0.4410741440126559,0.44685790248921764,0.5100309903240273,0.47323329678055176,0.46885134777131904,0.024445716544112414,17,0.6619625385805721,0.6570330476951085,0.6514369283327337,0.6600637672155419,0.6487130937482588,0.655841875114443,0.005038429640521028,167,ComplementNB
260,15.738332843780517,1.3725157826585828,3.399885082244873,0.27901638880241586,ComplementNB(),10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.738448251043616,0.7362890456312077,0.7325464229163667,0.7339858931913056,0.7338036279873308,0.7350146481539653,0.002099083617892833,150,0.4642654837566068,0.4425589546072949,0.4410054956836297,0.508930098156853,0.4774067768667834,0.4668333618142335,0.02508725504474738,18,0.666562477864848,0.6628909096054061,0.6593699561307287,0.6598546274333614,0.6577716553035101,0.6612899252675708,0.0031140824215287717,146,ComplementNB
38,3.207886981964111,0.20714944381457243,0.20798096656799317,0.01647637006439938,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",,True,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.781200518209299,0.7800489419893479,0.7745789549445804,0.7827839355117316,0.781025050388713,0.7799274802087344,0.0028144661452689118,10,0.4724979503914982,0.44376226044303213,0.4621339845906265,0.459464220673983,0.4547026652489009,0.45851221626960814,0.00939891645830089,19,0.7207244525961874,0.7182452835143459,0.7122332479853996,0.72161700701938,0.7178784029930745,0.7181396788216775,0.0032783596353479073,10,LinearSVC
36,13.856727504730225,0.47763675053493304,2.8028998374938965,0.15920875326725134,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7829278825392255,0.7803368360443357,0.7755865841370375,0.7859507701165971,0.7788655341203571,0.7807335213915105,0.0035262615874990066,5,0.4705095121400441,0.447178174576902,0.4594853019030753,0.45668065927978374,0.45339461866166214,0.4574496533122935,0.0077102751058231835,20,0.7228846972713091,0.7186816838754645,0.7135292799396822,0.7258234520088253,0.7150354501823967,0.7191909126555356,0.004630677928467955,5,LinearSVC
263,4.139437294006347,0.43777287911410495,0.5119507312774658,0.06667708727105433,ComplementNB(),10000,"(1, 3)",,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7509716424355837,0.7472290197207427,0.7401756153735425,0.7502519072981143,0.7428735963144256,0.7463003562284818,0.004184572155314744,105,0.45555357929144846,0.4362890760485803,0.43203990539811765,0.5056185060734077,0.45251770599558255,0.45640375456142734,0.026214932292719973,21,0.6830300807211809,0.6767486801035276,0.6694295210271984,0.6805893529445846,0.6700121708714113,0.6759619611335805,0.005478371548592056,104,ComplementNB
248,15.252469110488892,1.0904674242762948,3.078502559661865,0.10518721272502354,ComplementNB(),5000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7013099179501944,0.699150712537786,0.7026054411976392,0.7023175471426515,0.7077454650158365,0.7026258167688215,0.002832461213040989,222,0.45511697261505024,0.42028203752738547,0.4354446363588693,0.5005060862170632,0.4667399364298902,0.4556179338296517,0.027548080249131364,22,0.6183800072038083,0.6144558380672623,0.6199028988616047,0.6186138949671669,0.6234003193563254,0.6189505916912335,0.0028757157968656907,225,ComplementNB
26,3.0468024253845214,0.5811755002227069,0.20517578125,0.00898662300105249,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 1)",,True,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7806247300993234,0.7814884122642868,0.7755865841370375,0.7822081474017561,0.7811690181399367,0.7802153784084682,0.002370420950385859,8,0.46777846646476784,0.4470240953971482,0.4600583098880211,0.44679224136484563,0.4538865719597402,0.4551079370149046,0.008012983591223632,23,0.7198576059256958,0.7201151384281771,0.7135131266113585,0.7208035772522344,0.7180954794013868,0.7184769855237706,0.0026377311814183633,9,LinearSVC
286,3.927134799957275,0.19039967192658552,0.5171520233154296,0.02951456878122596,ComplementNB(),10000,"(1, 3)",,True,,,0.5,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.5, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7393119332085792,0.7364329926587015,0.7321145818338851,0.738304304016122,0.7327958537287648,0.7357919330892105,0.0028848836952471524,144,0.4528005520577606,0.42832525403658517,0.43616589921397414,0.50322787201103,0.45395849860298654,0.4548956151844673,0.02606937236991034,24,0.667017531791104,0.6620572061535682,0.6576673393190112,0.66444014007393,0.6555226105206498,0.6613409655716527,0.004235329327317834,145,ComplementNB
250,4.392705774307251,0.13944057128903065,0.6034012794494629,0.06225931080143854,ComplementNB(),5000,"(1, 3)",,True,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': True}",0.7062041168849863,0.6979991363178351,0.700446235785231,0.7013099179501944,0.7005470774546502,0.7013012968785792,0.0026922837562123802,225,0.4562248580624079,0.4229520662167033,0.4317663178771897,0.4987602699858694,0.46464981993625315,0.4548706664156847,0.026744610448438184,25,0.6247644242518668,0.6127859465723612,0.6163043520827997,0.6169650943572565,0.6137717387537952,0.616918311203616,0.004217060114796735,229,ComplementNB
24,12.999518728256225,0.9064905480416966,2.8231040477752685,0.22516882642644057,"LinearSVC(class_weight='balanced', max_iter=10000)",5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7827839355117316,0.7801928890168418,0.7745789549445804,0.7833597236217072,0.7814569536423841,0.7804744913474491,0.003145154340743295,7,0.47117242444266855,0.4435305648551833,0.45365002980885244,0.4511886115107164,0.4543673869092131,0.4547818035053267,0.009051038696187388,26,0.7227207438585664,0.7184774189780438,0.7121708494636318,0.722459994787166,0.7183656647270512,0.7188389343628919,0.0038209568775997463,7,LinearSVC
261,14.939327287673951,0.5185236138806469,3.170566129684448,0.15673088140146885,ComplementNB(),10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': False}",0.7508276954080898,0.7447819202533468,0.7401756153735425,0.7502519072981143,0.7490642096170458,0.7470202695900279,0.004024354943756542,100,0.44813339687120535,0.42999695514679903,0.42936636908325326,0.5037884124826202,0.45808425524994406,0.45387387776676436,0.02725019849849063,27,0.6827871776766026,0.6737881678492642,0.669275203955124,0.680779457292723,0.678017782859435,0.6769295579266298,0.004873912886131089,99,ComplementNB
39,3.424439525604248,0.4547593395686659,0.204673433303833,0.012111348840417497,"LinearSVC(class_weight='balanced', max_iter=10000)",10000,"(1, 1)",,False,,,,,"{'clf__estimator': LinearSVC(class_weight='balanced', max_iter=10000), 'clf__estimator__class_weight': None, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7862386641715848,0.784799193896646,0.7797610479343602,0.7875341874190298,0.7857759861790958,0.7848218159201433,0.002679057422323333,3,0.4653426504490251,0.4406642849463984,0.45871803830253066,0.44343288134457737,0.4464369128066905,0.4509189535698444,0.009488487231074115,28,0.7270165708416534,0.724430958253964,0.7188538902518407,0.7276756037555405,0.7239888088991953,0.7243931664004387,0.0031146479517205373,3,LinearSVC
284,15.479947566986084,1.1883004625680538,3.2399103164672853,0.2792050104991429,ComplementNB(),10000,"(1, 3)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,0.5,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.5, 'kbest__k': 10000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.7393119332085792,0.7391679861810854,0.7361450986037138,0.7349935223837628,0.7371148862654765,0.7373466853285235,0.0016860755222153812,141,0.44287606241656013,0.43041737265087054,0.4308297156040377,0.4897569553072318,0.45876001934187466,0.45052802506411493,0.02217065161982963,29,0.6667066266231894,0.6654798498686266,0.6628641708396219,0.6597598856881148,0.6610051160376296,0.6631631298114364,0.0026173281015563193,144,ComplementNB
251,4.714982032775879,0.5846379748510252,0.5544440746307373,0.0508921181334043,ComplementNB(),5000,"(1, 3)",,False,,,0.1,,"{'clf__estimator': ComplementNB(), 'clf__estimator__alpha': 0.1, 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__tokenizer': None, 'preprocessor__text__tfidf__use_idf': False}",0.7300993234489708,0.7217503958543257,0.7218943428818195,0.7244853893767094,0.7291966599481716,0.7254852223019993,0.0035470468922447463,184,0.44427215258933256,0.42037805437338294,0.43174142236151075,0.49264770694134336,0.460565324403257,0.4499209321337653,0.025195496758390366,30,0.655557371237125,0.643704247361651,0.6449292547984351,0.6480494224706117,0.6519283517413129,0.6488337295218272,0.004403537038445058,184,ComplementNB
408,10.754047107696532,0.8960789253370114,2.5538371086120604,0.0753895154183718,NearestCentroid(),5000,"(1, 1)",<__main__.LemmaTokenizer object at 0x1a2a976150>,True,,,,,"{'clf__estimator': NearestCentroid(), 'kbest__k': 5000, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__tokenizer': <__main__.LemmaTokenizer object at 0x1a2a976150>, 'preprocessor__text__tfidf__use_idf': True}",0.5824096732402476,0.5881675543400029,0.5897509716424356,0.5989635814020441,0.5954506190613302,0.590948479937212,0.0057721729233602215,445,0.4623920711552225,0.44436533889907215,0.4675589761816205,0.44016342764217753,0.4340858553862672,0.4497131338528719,0.012986432700251144,31,0.5050591494013724,0.5076001528944792,0.5102607334746738,0.5186489653121391,0.514143708452737,0.5111425419070803,0.004810138529758715,417,NearestCentroid
