,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_selectperc__percentile,param_preprocessor__text__tfidf__use_idf,param_preprocessor__text__tfidf__norm,param_preprocessor__text__tfidf__ngram_range,param_preprocessor__text__tfidf__min_df,param_preprocessor__text__tfidf__max_df,param_clf__estimator__alpha,param_clf__estimator,param_clf__estimator__class_weight,param_clf__estimator__penalty,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Balanced Accuracy,split1_test_Balanced Accuracy,split2_test_Balanced Accuracy,split3_test_Balanced Accuracy,split4_test_Balanced Accuracy,mean_test_Balanced Accuracy,std_test_Balanced Accuracy,rank_test_Balanced Accuracy,split0_test_Matthews Correlation Coefficient,split1_test_Matthews Correlation Coefficient,split2_test_Matthews Correlation Coefficient,split3_test_Matthews Correlation Coefficient,split4_test_Matthews Correlation Coefficient,mean_test_Matthews Correlation Coefficient,std_test_Matthews Correlation Coefficient,rank_test_Matthews Correlation Coefficient,split0_test_Class Balance Accuracy,split1_test_Class Balance Accuracy,split2_test_Class Balance Accuracy,split3_test_Class Balance Accuracy,split4_test_Class Balance Accuracy,mean_test_Class Balance Accuracy,std_test_Class Balance Accuracy,rank_test_Class Balance Accuracy,learner
25,7.538206672668457,0.2560836912031561,1.2516796112060546,0.04990391728398617,10,False,l2,"(1, 3)",1,0.7,,SGDClassifier(max_iter=10000),balanced,l2,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7210306607168562,0.7239096012667339,0.7234777601842522,0.7131135742046927,0.7243017564065649,0.72116667055582,0.004184839948287094,27,0.5326856303188352,0.5385093846913933,0.5041355986283419,0.49024422802661705,0.5126180954586111,0.5156385874247597,0.017888491558843204,9,0.6533495396490868,0.6556534001982068,0.6553413496370367,0.6430949467047431,0.6538151943005678,0.6522508860979283,0.004660759445394104,26,0.35812518139755745,0.3444821258481265,0.3380758069982025,0.34668017498326636,0.35254772475605883,0.3479822027966423,0.006867408513379981,26,SGDClassifier
53,5.117468070983887,0.1873956114099353,1.127469253540039,0.1002766402525947,50,False,l2,"(1, 1)",1,0.95,,SGDClassifier(max_iter=10000),balanced,l2,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7132575212321866,0.7070677990499497,0.7027493882251331,0.7148409385346193,0.7130722718111143,0.7101975837706005,0.004570754015362597,32,0.538003381720619,0.5812259911996043,0.5154728060969735,0.4946605643691934,0.5032192554293554,0.5265163997631491,0.03099871704911381,3,0.643603392379369,0.6355985568766774,0.6319243325958713,0.6437883007562535,0.6393469015746767,0.6388522968365695,0.004599243190915094,30,0.34734071380930653,0.34159767937329566,0.34844347203446374,0.35675722277042216,0.34160651419646415,0.3471491204367904,0.005577932705744857,27,SGDClassifier
99,7.606101942062378,0.30233479523727097,1.2296849250793458,0.09689213034983943,50,False,l2,"(1, 3)",1,0.95,1,ComplementNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 1, 'clf__estimator': ComplementNB()}",0.7450698143083345,0.7377285159061465,0.7313948466964157,0.744494026198359,0.7372588540167002,0.7391892114251911,0.005085952864427771,15,0.38417753240984726,0.3577047468866911,0.34659005284503125,0.3686592843902104,0.37262180660628685,0.3659506846276134,0.012859921566268593,43,0.6739156823466496,0.6633827292336847,0.6554203306790706,0.6714837156972587,0.6597780029717408,0.6647960921856809,0.006971010700875706,16,0.35705764132689377,0.33247989343112355,0.31986947983583647,0.34441118840081136,0.3476826415284022,0.34030016890461345,0.012890182540436784,28,ComplementNB
58,8.894520902633667,0.2677057411085928,1.1138736248016357,0.11688006608212816,50,True,l2,"(1, 1)",1,0.7,0.1,RidgeClassifier(),balanced,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.6525118756297682,0.6404203253202821,0.6517921404922988,0.6381171728803801,0.6501583645263461,0.6465999757698151,0.006078113022008472,57,0.5138652950018326,0.4953726531915191,0.4914655182122978,0.48425013110472764,0.48064757874033326,0.4931202352501421,0.0115966795861691,13,0.5828838776003162,0.566883539473019,0.580545406879913,0.5654184095369645,0.5748761794873761,0.5741214825955179,0.0070249162007440785,48,0.3404266827382459,0.33101600019191146,0.3409576330959365,0.33392931502270173,0.33699454610250373,0.3366648354302599,0.003796859953819887,29,RidgeClassifier
37,11.034917831420898,0.17014348313517993,1.4129323005676269,0.10359934769858113,50,True,l2,"(1, 3)",1,0.7,,SGDClassifier(max_iter=10000),balanced,elasticnet,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7113862098747661,0.7110983158197783,0.706492010939974,0.7023175471426515,0.7040023034840196,0.707059277452238,0.0036657076422088038,33,0.54836552092417,0.5481262427308244,0.5214645306946498,0.5574845981459102,0.5255513260098795,0.5401984437010868,0.014098651258236216,2,0.6422400014875977,0.6402973460931913,0.6347148592192324,0.6303497755146148,0.6292572704058607,0.6353718505440994,0.0051859997928358735,32,0.3369800311318827,0.32755137399125245,0.3347353424028172,0.3554821499425285,0.3262512778215383,0.33620003505800383,0.010472161015445661,30,SGDClassifier
90,4.026591491699219,0.21744815357086125,0.8806346416473388,0.03157461345821077,50,True,l2,"(1, 1)",3,0.95,0.1,MultinomialNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.1, 'clf__estimator': MultinomialNB()}",0.7453577083633223,0.7349935223837628,0.7342737872462933,0.7424787678134447,0.7378347250215952,0.7389877021656837,0.004295773285621061,16,0.36571278561066806,0.33925662046396243,0.3480070339149701,0.34933519902260796,0.35109610656680285,0.3506815491158023,0.008551077280405347,49,0.673940746735594,0.66004767451332,0.660666187040766,0.6690149539201504,0.6619367983045038,0.6651212721028668,0.005452961391303503,14,0.3498910451687846,0.3217305567662249,0.329376077617937,0.33386639754845293,0.3335024604326115,0.33367330750680224,0.009210613088488109,31,MultinomialNB
97,4.890363168716431,0.08350940127324538,0.9773236751556397,0.08248046058743799,50,True,l2,"(1, 1)",3,0.95,10.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 10.0, 'clf__estimator': RidgeClassifier()}",0.6241543112134734,0.6133582841514322,0.6204116884986325,0.6101914495465669,0.6230924272962857,0.6182416321412781,0.005510928405247857,71,0.599602454568869,0.5769121613115233,0.5718229730005602,0.5828847904047447,0.5491888553705224,0.576082246931244,0.016380228612320077,1,0.5597461212537238,0.5447969542617572,0.55248033057576,0.542435679120649,0.5524686639848124,0.5503855498393404,0.006177064238846803,57,0.3334582613632984,0.3223470068755176,0.33459028814417224,0.3262109696376873,0.33064146496853214,0.32944959819784153,0.004579347952275977,32,RidgeClassifier
44,4.799852323532105,0.1618785765138855,1.0005700588226318,0.043780225446044624,100,False,l2,"(2, 2)",1,0.7,0.1,ComplementNB(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': ComplementNB()}",0.562401036418598,0.548870015834173,0.5413847704044912,0.5455592342018137,0.540454938093867,0.5477339989905886,0.007930189836904633,86,0.35974668298416834,0.330823806258935,0.3445668917725682,0.4206228757943952,0.34905051951372484,0.3609621552647583,0.03124064902981618,44,0.48236270050291025,0.46565317599653816,0.45758456411905635,0.4629920034013331,0.4574220591397022,0.465202900631908,0.009144726257585686,81,0.32984159937396196,0.302666548626212,0.31465274415732636,0.3600695687428552,0.31815821110379877,0.3250777344008309,0.019524058759190978,33,ComplementNB
41,17.831279373168947,1.0692282243309397,1.3734817028045654,0.22004107156746489,50,False,,"(2, 2)",1,0.95,1.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.6425795307326904,0.6487692529149273,0.6468979415575068,0.6494889880523967,0.6511661387849121,0.6477803704084867,0.0029389829660549753,56,0.37877414340903964,0.3709291357458673,0.38199909262493614,0.3761476465481554,0.35919321339980875,0.3734086463455615,0.007978884067036096,42,0.5425601550507861,0.5487385663156514,0.5470000012111612,0.5494426658712288,0.5473448027517339,0.5470172382401123,0.002400785526382459,58,0.31971684073191814,0.31686124638041885,0.3218846944983449,0.32641285677402454,0.32038843056924043,0.32105281379078937,0.0031374369389206022,34,RidgeClassifier
73,4.972193336486816,0.13819834892904423,1.027982807159424,0.05698743455138838,10,False,l2,"(1, 1)",3,0.7,,SGDClassifier(max_iter=10000),balanced,elasticnet,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.661292644306895,0.6556787102346336,0.6602850151144379,0.6543831869871887,0.6724733659660236,0.6608225845218358,0.006390241444910974,52,0.5000211378970203,0.53694750820592,0.48551174431263167,0.46298389338468376,0.5176632495749526,0.5006255066750417,0.025515699495803314,10,0.5822427518796458,0.574047038844581,0.579615958495242,0.5742158112364849,0.5906680035718156,0.5801579128055538,0.0061278646848378525,44,0.31716321667184255,0.3314183327735052,0.3279356078355621,0.30720072479017607,0.3169460024876274,0.3201327769117427,0.008654013321669674,35,SGDClassifier
14,9.18971939086914,0.2184997605709582,0.9617693424224854,0.02792074909893691,100,False,l2,"(1, 1)",3,0.95,0.1,RidgeClassifier(),balanced,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.6336548150280696,0.6293364042032532,0.6320713977256369,0.6273211458183389,0.6410883961992514,0.63269443179491,0.004731124545384615,63,0.5305958613248567,0.5210579580585499,0.5171025905216764,0.49180651535413905,0.523753644311142,0.5168633139140728,0.01327821492699259,8,0.5660777684425882,0.5593851130698352,0.5627080929873662,0.5571816241303106,0.5676282399827295,0.5625961677225659,0.003926422706875173,55,0.31269561895346115,0.3133315558611399,0.31880223498917815,0.31114792791488666,0.3273679092161836,0.31666904938696994,0.005940132611533517,36,RidgeClassifier
64,4.592723178863525,0.22915182405579446,1.0156530857086181,0.07958933040654102,50,False,,"(2, 2)",3,0.7,0.5,ComplementNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': ComplementNB()}",0.5315963725349071,0.5282855909025479,0.5206563984453721,0.5187850870879517,0.5190037431615319,0.5236654384264622,0.005269707359483055,91,0.3406634266481384,0.3392134569561506,0.33226633454896914,0.39836318700718437,0.32857996655125676,0.3478172743423399,0.025659299433440187,50,0.4494138607701548,0.4454383741742932,0.4382733855943639,0.43515573498036053,0.4375833946765449,0.44117295003914353,0.005359210976691444,85,0.3078445145039827,0.3091086915983229,0.3028187736257306,0.35912445538373367,0.29112787405014123,0.3140048618323822,0.023435806893565052,37,ComplementNB
22,4.045775985717773,0.21959964474265342,0.9614487171173096,0.06950481493613601,50,True,l2,"(1, 1)",1,0.95,0.1,BernoulliNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.1, 'clf__estimator': BernoulliNB()}",0.6712249892039729,0.6707931481214913,0.6705052540665035,0.6661868432416871,0.6809674632882234,0.6719355395843756,0.00486782933539714,47,0.3540255212289283,0.3456252969735099,0.3304293321220258,0.3301210387117399,0.3249391823786161,0.337028074282964,0.010956434517080952,55,0.5760937767871148,0.5742481989385424,0.5743798706844072,0.567885351832125,0.5838329845684134,0.5752880365621206,0.005106292637461797,47,0.3080191286588599,0.3242549990896955,0.31488173153899973,0.3092218112804285,0.3065502452328538,0.3125855831601675,0.006481363087842598,38,BernoulliNB
65,4.870315504074097,0.17976338154305455,1.0531817436218263,0.030085200918656425,10,True,l2,"(2, 2)",1,0.7,1,ComplementNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 1, 'clf__estimator': ComplementNB()}",0.5210882395278538,0.5117316827407514,0.5042464373110696,0.5022311789261552,0.5033112582781457,0.5085217593567951,0.0071164476286993536,93,0.3610067054035888,0.3328680962138286,0.34196459684495356,0.3460420299756052,0.33712818390739363,0.34380192246907393,0.009679728775985325,51,0.43751298228626334,0.4268098181428106,0.4191100810983182,0.41512897848864194,0.4173460503775161,0.42318158207871004,0.008173470546758549,92,0.3288141047779954,0.30418107301131747,0.31346390377456873,0.30657787825100985,0.3017924678771145,0.31096588553840115,0.009738982551613123,39,ComplementNB
94,5.6382323741912845,0.16078374996428949,1.077638530731201,0.052262989126809725,100,False,l2,"(2, 2)",3,0.7,,PassiveAggressiveClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator': PassiveAggressiveClassifier()}",0.6604289621419318,0.6615805383618828,0.6582697567295235,0.67482366489132,0.6726173337172473,0.665544051168381,0.0067960501169726985,48,0.3371198284274143,0.29565731720573235,0.3206865624244917,0.3249168133398591,0.3277952649233614,0.3212351572641718,0.01388120484884064,58,0.5601328262259548,0.5609645474219009,0.5573329707860574,0.577615731738508,0.5724631495935512,0.5657018451531944,0.007888598748607983,54,0.3103283215998296,0.289071467645207,0.3120317460062128,0.31649395516887924,0.3213514662252409,0.3098553913290739,0.011073950824271851,40,PassiveAggressiveClassifier
67,5.130945491790771,0.419728943344674,1.2402585029602051,0.22712559974468152,100,False,,"(2, 2)",3,0.7,0.1,ComplementNB(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': ComplementNB()}",0.545271340146826,0.5351950482222542,0.5338995249748093,0.5301569022599684,0.5286495824935215,0.5346344796194759,0.005828634316631443,89,0.33759531287160555,0.3167453851652708,0.32639433414434227,0.3965739014427759,0.3262992401459968,0.34072163475399825,0.028696296402553337,52,0.4627848933308827,0.4493425699296758,0.45015547683082674,0.44572515899247445,0.4427775858208386,0.4501571369809397,0.006844325487371544,84,0.3056425005723412,0.28817570930225944,0.29785461837858285,0.3638657167596552,0.2926482417456855,0.30963735735170483,0.027729908649496652,41,ComplementNB
98,7.045574188232422,0.40956151195779184,1.2763158321380614,0.072302130602457,50,True,l2,"(1, 3)",3,0.7,,Perceptron(),,l2,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.679717863826112,0.6808694400460631,0.6696415719015403,0.6847560097883979,0.6631154621364814,0.675620069539719,0.007999010604727486,44,0.38624641389768416,0.4026932193361412,0.3810802097668256,0.38026077003300207,0.35760996370020676,0.381578115346772,0.014450579433623593,37,0.5940926354068496,0.5937400752921936,0.5818609289238438,0.5964226764389566,0.5741490282623416,0.5880530688648371,0.008608526926131314,42,0.318385839710318,0.3048722682257652,0.306611572184989,0.3213035712570275,0.29663958370515303,0.3095625670166505,0.009092987325548016,42,Perceptron
83,6.612443542480468,0.20824526776275418,1.209964656829834,0.2273372604940845,100,False,l2,"(2, 2)",3,0.95,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.6866273211458184,0.6893623146682021,0.6830286454584713,0.6922412552180798,0.6920529801324503,0.6886625033246043,0.003483528526447303,40,0.3267175223051574,0.31454554353231085,0.3251631150374606,0.3268642757210129,0.32488115117208527,0.3236343215536054,0.004613814264403965,57,0.5885594604141109,0.5911402686318524,0.583734712984309,0.59444881747003,0.5914464733750715,0.5898659465750747,0.00358952918202513,41,0.3096321636580811,0.29801456205200844,0.30736134213291755,0.3098064241475318,0.3076363357287328,0.30649016554385433,0.004353808277113172,43,RidgeClassifier
3,4.31739993095398,0.04695541191016697,0.928200626373291,0.036577861804223545,100,True,l2,"(1, 1)",3,0.95,,Perceptron(),,l2,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.669929465956528,0.6506405642723477,0.6507845112998416,0.6627321145818339,0.6479988482579903,0.6564171008737084,0.008466697417313951,53,0.3905929819077233,0.38247199447105945,0.4078009526104219,0.36897198067208997,0.34245579105114726,0.3784587401424883,0.021956877804274504,39,0.582776367526358,0.558923754821071,0.5628485967874612,0.5736548121206076,0.5537549167661031,0.5663916896043202,0.010480669861186882,52,0.3021431700953754,0.2899363293948244,0.29355400334360227,0.3094183958842232,0.30719705090984906,0.30044978992557486,0.007575139403953519,44,Perceptron
1,8.65940718650818,0.5115061066794734,1.2531472206115724,0.18605046757701998,100,False,l2,"(2, 2)",1,0.95,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.689506261695696,0.6902259968331654,0.6851878508708795,0.6913775730531164,0.6913331413763317,0.6895261647658377,0.0022805265016186634,38,0.32653422456247894,0.3054802000892135,0.3220990149114246,0.3136001264840004,0.31616996909919187,0.31677670702926186,0.007233339111730495,60,0.5925573672977116,0.5922730436969108,0.5867206424160978,0.593286836567424,0.5901844534640072,0.5910044686884303,0.002377123146903551,40,0.307688692753697,0.2878736161882503,0.30312558328498623,0.29475793884472556,0.29799201279617277,0.2982875687735664,0.006823247990833237,45,RidgeClassifier
21,5.042215967178345,0.1075435561289635,1.1200562477111817,0.07108943550622154,10,False,,"(2, 2)",1,0.95,1,ComplementNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 1, 'clf__estimator': ComplementNB()}",0.5028069670361307,0.4851014826543832,0.4897077875341874,0.48394990643443214,0.48200403109703427,0.4887140349512336,0.007488255942355329,95,0.3522724853134326,0.34817377202494965,0.3437232025495061,0.4132738012905056,0.3368575590816926,0.35886016405201737,0.027682783936047475,45,0.4208880661112095,0.4036398941878015,0.4064152879361537,0.4005144542527874,0.40006786083424073,0.40630511266443853,0.007644777231327615,93,0.2956110284275549,0.2957494096752345,0.3035551121783339,0.3077258059602918,0.28549760663468765,0.29762779257522054,0.007639896110559384,46,ComplementNB
7,11.600282621383666,0.3195601892693222,1.1703136920928956,0.10123557625209106,100,False,,"(2, 2)",1,0.95,10.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 10.0, 'clf__estimator': RidgeClassifier()}",0.6402763782927883,0.6453145242550742,0.6450266302000863,0.644306895062617,0.6426720414627124,0.6435192938546557,0.00186277044579736,59,0.43078975814187354,0.4097321964385135,0.41807970006283174,0.40473242251914604,0.37015837988176264,0.40669849140882547,0.02028876332714838,31,0.5439851775605343,0.5485104926187888,0.5487540020463614,0.5482239435861134,0.5404316423954708,0.5459810516414538,0.003283210203675818,59,0.2998541977635169,0.2963936543728027,0.29313020188969324,0.3013112789818958,0.2868922466062162,0.295516315922825,0.0051621051952162045,47,RidgeClassifier
42,6.134089851379395,0.5179695356365703,1.0303080081939697,0.04643014700795209,100,True,l2,"(2, 2)",1,0.95,,SGDClassifier(max_iter=10000),,l2,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(max_iter=10000)}",0.6859075860083489,0.6890744206132143,0.6785662876061609,0.6860515330358428,0.6909012381226606,0.6861002130772456,0.00421177539504843,41,0.3216906631414453,0.30111995127153796,0.3224333882502007,0.3138107579488953,0.3223360133414821,0.31627815479071225,0.0082430452735917,62,0.5884997519520643,0.5913036340828657,0.5784172903567247,0.586789338153195,0.5902311899231031,0.5870482408935906,0.004580540532982633,43,0.2996772541527887,0.2812278569251327,0.30023901837369815,0.2919610745662338,0.30236923194452875,0.29509488719247645,0.0077780662654944625,48,SGDClassifier
66,5.022952318191528,0.25435491123726806,1.063988447189331,0.07303844806841034,100,True,l2,"(2, 2)",3,0.95,,SGDClassifier(max_iter=10000),,l2,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 2), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(max_iter=10000)}",0.677270764358716,0.6815891751835325,0.6742478767813445,0.6787102346336548,0.6829830118053556,0.6789602125525207,0.003105388572260896,42,0.31808784362448106,0.2994164033156167,0.3218149783998033,0.31467054095879116,0.31375120500308457,0.31354819426035535,0.007615202257804914,63,0.5767500819355419,0.5811088754903457,0.5725236496238287,0.5762578111916221,0.579294055930891,0.5771868948344459,0.0029196547045833962,45,0.29690008042703614,0.28023683590250353,0.3008820023954217,0.2941818476405836,0.29425842316630724,0.2932918379063704,0.006968349772671928,49,SGDClassifier
56,3.841885805130005,0.10389694267858272,0.9111835479736328,0.03381644918437666,50,False,,"(1, 1)",3,0.95,0.5,BernoulliNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.5, 'clf__estimator': BernoulliNB()}",0.6647473729667482,0.6651792140492299,0.6623002734993523,0.661292644306895,0.6687302044342067,0.6644499418512864,0.0025896159094743266,49,0.34450794005888374,0.3192579611180739,0.310516579991587,0.3066929150134059,0.3024270265768879,0.3166804845517677,0.014979432528655244,61,0.5680514516633133,0.5670106268650446,0.5644906046910216,0.5618104172647147,0.5676224374835535,0.5657971075935295,0.002344660957445639,53,0.29047689270777527,0.288463148087037,0.28792539936397105,0.28332105384854034,0.2805864626611026,0.28615459133368526,0.0036381444755861324,50,BernoulliNB
