,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_selectperc__percentile,param_preprocessor__text__tfidf__use_idf,param_preprocessor__text__tfidf__norm,param_preprocessor__text__tfidf__ngram_range,param_preprocessor__text__tfidf__min_df,param_preprocessor__text__tfidf__max_df,param_clf__estimator__alpha,param_clf__estimator,param_clf__estimator__class_weight,param_clf__estimator__penalty,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Balanced Accuracy,split1_test_Balanced Accuracy,split2_test_Balanced Accuracy,split3_test_Balanced Accuracy,split4_test_Balanced Accuracy,mean_test_Balanced Accuracy,std_test_Balanced Accuracy,rank_test_Balanced Accuracy,split0_test_Matthews Correlation Coefficient,split1_test_Matthews Correlation Coefficient,split2_test_Matthews Correlation Coefficient,split3_test_Matthews Correlation Coefficient,split4_test_Matthews Correlation Coefficient,mean_test_Matthews Correlation Coefficient,std_test_Matthews Correlation Coefficient,rank_test_Matthews Correlation Coefficient,split0_test_Class Balance Accuracy,split1_test_Class Balance Accuracy,split2_test_Class Balance Accuracy,split3_test_Class Balance Accuracy,split4_test_Class Balance Accuracy,mean_test_Class Balance Accuracy,std_test_Class Balance Accuracy,rank_test_Class Balance Accuracy,learner
80,82.31048722267151,2.0976928636701864,1.4275940895080566,0.14395649040137445,100,False,,"(1, 3)",1,0.7,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.7547142651504246,0.7519792716280409,0.7514034835180654,0.7551461062329063,0.7503599193780593,0.7527206091814993,0.00188228360234716,6,0.46173081412916694,0.4230470512461751,0.43578005033295864,0.45046646498333315,0.447234237854305,0.4436517237091878,0.01321093778425556,15,0.6842286728001199,0.6801574131975978,0.6798342755406361,0.6837783524409706,0.6751813431928203,0.680636011434429,0.003268233927723941,10,0.4455680414800244,0.40345466065891294,0.4204623960450093,0.4265042775232219,0.41918359287862633,0.423034593717159,0.013598640819465938,1,RidgeClassifier
0,10.841501188278198,1.5843461801604268,1.3235970497131349,0.10777157698572554,10,False,l2,"(1, 3)",1,0.7,0.1,ComplementNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': ComplementNB()}",0.7669497624874047,0.7653663451849719,0.755577947315388,0.7617676694976249,0.7634609847394184,0.7626245418449615,0.003932260941510416,1,0.4608633304891527,0.43153821347354315,0.4302874498037434,0.5048939762342963,0.4513169553705612,0.4557799850742594,0.02718630540279863,14,0.7032893781958013,0.699961195577474,0.6883259022011734,0.695420061184256,0.6960040233091725,0.6966001120935756,0.005025008547318581,1,0.42923483996984024,0.39923651990381903,0.40366293141143067,0.44068524166745787,0.41477044054852247,0.41751799470021406,0.015541749891164292,2,ComplementNB
62,12.219076442718507,0.5245677168148516,1.1537558555603027,0.07087704706954963,100,False,l2,"(1, 1)",1,0.95,0.1,RidgeClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.7561537354253635,0.746941125665755,0.744494026198359,0.7588887289477473,0.7510797581341779,0.7515114748742805,0.005409131498482356,9,0.43815143263491224,0.416104983999434,0.40719586010507663,0.4356489721091861,0.4255048263726649,0.4245212150442548,0.011675428633489072,22,0.68636558981303,0.6739055133244116,0.6717111523642577,0.6891106904114687,0.6773339653649594,0.6796853822556256,0.006870021767923482,11,0.4250761658424793,0.40176740303807823,0.39317467557744457,0.4222353153717123,0.4065347661299171,0.40975766519192625,0.012162032136080162,3,RidgeClassifier
19,30.492684078216552,1.2328684632003943,1.4496325492858886,0.13028549597026706,50,False,l2,"(1, 3)",1,0.7,0.1,RidgeClassifier(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.7609039873326616,0.7515474305455593,0.7470850726932489,0.7621995105801065,0.7592859199539304,0.7562043842211013,0.005871502911819005,5,0.4370146024106572,0.41273433750512256,0.41284850675476314,0.4178652456531595,0.42808031857878087,0.42170860218049666,0.00947293533936377,23,0.6926670581822718,0.6800978762032043,0.6747745032064547,0.6936420255281798,0.687906041929591,0.6858175010099403,0.00730976783467494,5,0.42533168270838345,0.40156913308830144,0.39916117435202664,0.40539260047332504,0.41544706488155375,0.40938033110071803,0.009722127868723568,4,RidgeClassifier
45,7.204042911529541,0.057553766320915745,1.1672241687774658,0.03669044911105724,10,True,l2,"(1, 3)",3,0.95,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.7594645170577228,0.7552900532604002,0.7483805959406938,0.7639268749100331,0.7564065649294558,0.756693721219661,0.005121652394753599,4,0.43542839249091597,0.41726175948048355,0.42248889951268154,0.42546286795630966,0.42557426204424387,0.42524323629692695,0.005919215591606943,21,0.690233018272951,0.6839869768466742,0.676420386734065,0.6951567606627599,0.6835016219320887,0.6858597528897078,0.00638325166017134,4,0.41930987634962874,0.4015727676115298,0.4050430482709434,0.4119031795989344,0.40541599395539896,0.4086489731572871,0.006289232865349148,5,RidgeClassifier
78,5.111881589889526,0.23772949033169605,0.9984311103820801,0.07156507357607138,100,False,l2,"(1, 1)",3,0.95,,PassiveAggressiveClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator': PassiveAggressiveClassifier()}",0.7430545559234202,0.7326903699438606,0.7318266877788974,0.7424787678134447,0.7356752087532393,0.7371451180425723,0.004767816908341659,17,0.45784769008081855,0.4514342626166452,0.4186729356890203,0.4464290535641804,0.43077442393502424,0.44103167317713776,0.014319555235213482,16,0.6731795517875013,0.6589995549345583,0.6579564456037512,0.6701780963908364,0.6608610879709136,0.6642349473375122,0.006221556302021632,17,0.4038823407946936,0.42050948255072407,0.4068571018303164,0.4065256083864303,0.40514700570428835,0.4085843078532906,0.006055655472178438,6,PassiveAggressiveClassifier
4,6.1139538288116455,0.10484238158593494,0.9703819751739502,0.07747620767663171,50,True,l2,"(1, 1)",1,0.95,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.7594645170577228,0.752986900820498,0.7515474305455593,0.7650784511299842,0.7571264036855744,0.7572407406478676,0.004835222709688078,3,0.4354136765161358,0.4208247647670449,0.4077208304002408,0.44365938164031005,0.42809179192354635,0.4271420890494556,0.012322628963891817,20,0.6908228019220982,0.6819457187568437,0.6809583466799908,0.697099363074984,0.6853899707684862,0.6872432402404807,0.0060158897568594345,3,0.4175045337463427,0.4033975824701455,0.3915149375797407,0.42734063976618875,0.4031496334179904,0.40858146539608164,0.012483361601471614,7,RidgeClassifier
72,7.686697053909302,0.441638508811705,1.449793004989624,0.10117699751869368,100,True,l2,"(1, 3)",1,0.7,0.1,ComplementNB(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.1, 'clf__estimator': ComplementNB()}",0.7590326759752412,0.749388225133151,0.746941125665755,0.7514034835180654,0.7528073711488626,0.751914576288215,0.004070461961254059,7,0.4321231090402487,0.406517013101464,0.40687686210039303,0.4800048387223226,0.4281877811050193,0.4307419208138895,0.026801692381251765,18,0.6916343678789408,0.678211260607444,0.675466248277249,0.6809635795800952,0.6807913193740165,0.6814133551435491,0.005489623254658676,7,0.4104868657003997,0.38666447146768484,0.38939923578121993,0.432384493355876,0.4015433496522964,0.40409568319149536,0.0165375397778334,8,ComplementNB
16,8.16435890197754,0.3916771108400898,1.322747278213501,0.12706691630283876,50,False,l2,"(1, 3)",3,0.7,,PassiveAggressiveClassifier(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator': PassiveAggressiveClassifier()}",0.7309630056139341,0.7218943428818195,0.715128832589607,0.7256369655966605,0.7286207889432768,0.7244487871250597,0.005561279487799604,26,0.4280023197635358,0.4020800107953192,0.4066890071554167,0.4028831372764933,0.42831457247115046,0.4135938094923831,0.011993901666899575,27,0.6560081103250965,0.6439112082679737,0.6354576856746524,0.6482840831820159,0.6503492659182557,0.6468020706735989,0.006878695773129467,28,0.3977353517331247,0.3970753905648666,0.4005896615374076,0.39601116212672816,0.42199494656776687,0.4026813025059788,0.00977518551542381,9,PassiveAggressiveClassifier
68,11.243852043151856,0.5057558428127951,1.3089197158813477,0.08365671494458085,10,False,l2,"(1, 3)",1,0.7,1.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.7054843817475169,0.7027493882251331,0.703037282280121,0.7040449114725781,0.7137921105672329,0.7058216148585165,0.004098543334635151,34,0.4992192693404172,0.5075199351586207,0.49364607909582303,0.47934735436050113,0.4949165464504199,0.49492983688115644,0.009180106509755212,11,0.6412326630496371,0.6372014804896131,0.6374340991506866,0.6388113992039803,0.6472430477283124,0.6403845379244458,0.0037167238795123973,29,0.39888481379621127,0.41690242562821583,0.3999196579624985,0.39207992938799985,0.40149072817624,0.4018555109902331,0.008181409060175435,10,RidgeClassifier
63,16.914368438720704,0.34006340254518064,1.398552417755127,0.12656444642142145,50,False,l2,"(1, 3)",1,0.7,1.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.713833309342162,0.7131135742046927,0.7144090974521377,0.7168561969195336,0.7214224013820905,0.7159269158601234,0.003022111071796683,29,0.5025862469910369,0.4761815583417165,0.5017220250839127,0.49296124762637444,0.49800617695955995,0.4942914510005201,0.009670097350221682,12,0.6497495047781645,0.6481067857222229,0.6487611797642653,0.6521846764191768,0.6549676762427654,0.650753964585319,0.002521507051906622,27,0.3933540838629983,0.4024896094484438,0.4102038190108311,0.4007756071616713,0.3995634973603014,0.4012773233688492,0.005424363649172069,11,RidgeClassifier
92,6.542452335357666,0.19976702911024538,0.9871645927429199,0.07954242477632374,50,False,l2,"(1, 1)",1,0.7,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.764070821937527,0.7593205700302289,0.7539945300129552,0.7663739743774292,0.7585660811978117,0.7604651955111904,0.004352023076074011,2,0.42140358119835025,0.41614471384391233,0.3984682978882997,0.42775558004915876,0.41340783774887213,0.4154360021457187,0.009796965962249368,25,0.6962376109198352,0.6898403519271951,0.683660123511592,0.6984660453390313,0.6866853949351366,0.6909779053265581,0.005603683568201641,2,0.40507809976779396,0.3999679286302207,0.3817747092521415,0.41353902505679013,0.39109630970070286,0.3982912144815298,0.011008455925895572,12,RidgeClassifier
95,13.364202785491944,0.5202709941251887,1.0151275157928468,0.1260387501135168,100,False,,"(1, 1)",1,0.7,1.0,RidgeClassifier(),,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.7460774435007917,0.735857204548726,0.7352814164387506,0.7398877213185547,0.7407140800460696,0.7395635731705786,0.003897006015089355,14,0.42947321252767395,0.39415191441365627,0.3973291031859082,0.41157875266835287,0.41027910905869047,0.4085624183708564,0.012515243554366918,30,0.672246687537672,0.6583600712299458,0.6580210683453729,0.6627577106453345,0.6622807997789544,0.6627332675074559,0.005138874425560647,20,0.40927284879935577,0.3771419946401568,0.3806272696436833,0.3918943768285231,0.3844478647192739,0.3886768709261986,0.01140421495783942,13,RidgeClassifier
17,4.879901552200318,0.20972521075197587,0.9891127109527588,0.06162138627706217,50,False,l2,"(1, 1)",3,0.95,,SGDClassifier(max_iter=10000),,l2,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7538505829854614,0.750539801353102,0.7439182380883834,0.7568734705628328,0.7526634033976389,0.7515690992774837,0.004338989635894742,8,0.42565162818014984,0.4052208398172872,0.39791592415284754,0.43062299335966747,0.4166685302955391,0.4152159831610982,0.012227701955416902,26,0.6851379447298163,0.679346812707878,0.6719418150393656,0.6875424546263234,0.6798127233220411,0.6807563500850848,0.005400422976642586,8,0.4014022167609601,0.3771933363675436,0.37605661689145664,0.40593777054856783,0.3820366119166731,0.38852531049704025,0.012609469831394056,14,SGDClassifier
43,3.9751501083374023,0.18078443512037798,0.9468424797058106,0.024175931464879764,50,False,l2,"(1, 1)",3,0.95,0.5,ComplementNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.5, 'clf__estimator': ComplementNB()}",0.7534187419029797,0.7495321721606448,0.7440621851158774,0.7561537354253635,0.7519435646415203,0.7510220798492772,0.0040886910324509085,11,0.4262238711231022,0.40997532574428264,0.4132538481994304,0.41986721539477434,0.42283018327229427,0.41843008874677673,0.006007423610795752,24,0.6863536239009602,0.6802718035030477,0.6740889661486748,0.6886776228197112,0.6813775651877977,0.6821539163120384,0.005086939772832313,6,0.39262897297506855,0.38033997910899076,0.3845811564835347,0.3885674095011581,0.38126532104376215,0.38547656782250284,0.004596326930455386,15,ComplementNB
31,4.1091851711273195,0.09915264994387102,0.9793766021728516,0.08825254899800453,10,True,l2,"(1, 1)",1,0.95,0.1,ComplementNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 0.1, 'clf__estimator': ComplementNB()}",0.7367208867136894,0.7300993234489708,0.7336979991363178,0.7410392975385058,0.7330837892312122,0.7349282592137392,0.003709246089305587,19,0.45540062079050136,0.41165271414597626,0.4344491032410701,0.43577935294836273,0.4337164267752383,0.4341996435802297,0.013861000482464768,17,0.666212845871465,0.6570384398990311,0.662336382187188,0.6706997428742748,0.6587925297112354,0.6630159881086388,0.004965692992834514,19,0.3776547260040024,0.3614334942959283,0.38689764555238637,0.3905415524606533,0.38219581335108765,0.3797446463328116,0.010133240897351375,16,ComplementNB
35,9.781993436813355,0.298064613633802,1.4134158134460448,0.12291737423238304,100,True,l2,"(1, 3)",1,0.95,,SGDClassifier(max_iter=10000),balanced,l2,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7476608608032244,0.7449258672808406,0.7387361450986037,0.7429106088959263,0.7425856608119781,0.7433638285781147,0.002937034504106489,13,0.5464676216531625,0.5536869490513283,0.5145866524783221,0.5014027298716679,0.5159557177720161,0.5264199341652993,0.020103665164760635,4,0.6840885219969177,0.6800943123332897,0.6719454662630632,0.6771780007987037,0.6743267807949259,0.67752661643738,0.004269927049884793,12,0.3913954430608272,0.37175282462799775,0.3694725900783077,0.361997394997144,0.3787829616031726,0.37468024287348983,0.009927479778386766,17,SGDClassifier
23,7.402312755584717,0.21813705659713561,1.361783742904663,0.09348011730646885,50,True,l2,"(1, 3)",1,0.7,1,ComplementNB(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 1, 'clf__estimator': ComplementNB()}",0.7564416294803512,0.7506837483805959,0.7455016553908161,0.7550021592054124,0.7487762741145984,0.7512810933143549,0.004012737414572293,10,0.4149476755608842,0.3896147429436981,0.3806642093436462,0.39028356678111087,0.40298366233796007,0.39569877139345994,0.011966351548577874,33,0.6884929272936761,0.6799592670833075,0.6739602855181613,0.6855138798478883,0.6752555474689106,0.6806363814423887,0.005647962788544675,9,0.39048117365569385,0.3671772405574932,0.35729483719048905,0.36912209935936785,0.38159449956289976,0.37313397006518867,0.01161862207839242,18,ComplementNB
8,7.660063171386719,0.31482251429235947,1.0060295581817627,0.0630811540716774,50,False,,"(1, 1)",3,0.95,10.0,RidgeClassifier(),,,"{'selectperc__percentile': 50, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 10.0, 'clf__estimator': RidgeClassifier()}",0.749388225133151,0.7426227148409386,0.7357132575212322,0.7486684899956816,0.7417218543046358,0.7436229083591279,0.005017444399797825,12,0.41252714456891826,0.3862776166999229,0.37562996981729163,0.3963938979917387,0.3733602235681692,0.38883777052920815,0.014414134395306373,35,0.6761079689093819,0.6663769722897573,0.6580482646823023,0.673576418344227,0.6626274650410613,0.667347417853346,0.006711805580638081,13,0.3909616822329308,0.3621100541774565,0.3581658981713809,0.37796478899267694,0.350520126403783,0.36794450999564565,0.014584015060604002,19,RidgeClassifier
61,13.878171443939209,0.1531020146968095,1.0168452262878418,0.07115193963158366,10,False,,"(1, 1)",1,0.95,0.1,RidgeClassifier(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.7368648337411833,0.732258528861379,0.7275082769540809,0.7370087807686772,0.7332277569824359,0.7333736354615512,0.0034948510844725915,21,0.41993766454474624,0.37068424183975257,0.38098663863253507,0.39778423208815833,0.3768913222682677,0.389256819874692,0.01777792492065873,34,0.659485882383483,0.6525175694014971,0.6474009038745957,0.6585410968414386,0.6513060124368508,0.6538502929875729,0.004552090601975981,24,0.3887957156902162,0.3446002779085835,0.3573705650338392,0.3769988736094312,0.340683897364012,0.36168986592121644,0.01855291837809292,20,RidgeClassifier
38,7.237986278533936,0.24484609347134909,1.2670516967773438,0.11710576213392285,100,False,l2,"(1, 3)",3,0.95,,SGDClassifier(max_iter=10000),balanced,l2,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7375845688786526,0.7300993234489708,0.7269324888441053,0.7293795883115014,0.7379786927728189,0.7323949324512098,0.004523518911446026,22,0.5481504403104829,0.5458452574511877,0.5091205997363382,0.49023812602804345,0.5171174462705441,0.5220943739593192,0.022140154558663996,7,0.6717971584053295,0.6630276540238288,0.6582576053836691,0.6617486822925388,0.6692748786134927,0.6648211957437719,0.00498472056155427,15,0.36300885425773305,0.34952691104035377,0.3620237683562071,0.3552336264779501,0.3782318935837939,0.36160501074320756,0.009644422195590066,21,SGDClassifier
49,6.6910336971282955,0.1605325046819788,0.9787760257720948,0.10314380135474319,10,False,,"(1, 1)",1,0.95,10.0,RidgeClassifier(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 10.0, 'clf__estimator': RidgeClassifier()}",0.7378724629336404,0.7325464229163667,0.729811429393983,0.7381603569886281,0.7339475957385546,0.7344676535942346,0.0031896957939751562,20,0.40952967181242184,0.379823215830696,0.37209068438299164,0.39445515200033304,0.3661974814922566,0.3844192411037398,0.015725155136695614,36,0.6603640895896274,0.6525433523031332,0.6500644671159451,0.6596068293206431,0.6517853400998922,0.6548728156858481,0.004257795093607114,22,0.38195847704300495,0.347578977829154,0.3516743173757341,0.3735297942485072,0.3422175327735454,0.35939181985398916,0.015512546886915043,22,RidgeClassifier
55,6.56652340888977,0.1567168433229966,1.2202301025390625,0.07871668128474645,100,False,l2,"(1, 3)",3,0.7,,SGDClassifier(max_iter=10000),balanced,l2,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(max_iter=10000)}",0.7361450986037138,0.7318266877788974,0.7252051245141787,0.7280840650640564,0.735819176504463,0.7314160304930619,0.0042801347197939125,23,0.5395259965260573,0.5653388510108912,0.5020946721522073,0.4937594645460828,0.5119078053918633,0.5225253579254204,0.026380443013289814,6,0.6706362582408951,0.6648330309655446,0.6561394671303188,0.6601584413627658,0.6662982415215669,0.6636130878442182,0.005016230114299937,18,0.3677106156543029,0.3585285683710195,0.3410790286407996,0.3523369569609419,0.3691001744240277,0.35775106881021834,0.010352476106392595,23,SGDClassifier
33,8.650999069213867,0.22032047278866415,1.2860315799713136,0.06308433462378452,10,False,l2,"(1, 3)",3,0.95,1.0,RidgeClassifier(),balanced,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': 'balanced', 'clf__estimator__alpha': 1.0, 'clf__estimator': RidgeClassifier()}",0.6785662876061609,0.671081042176479,0.6778465524686915,0.67482366489132,0.6828390440541319,0.6770313182393566,0.003925046126477124,43,0.5459728440959383,0.5720165925349104,0.5193954028140669,0.4847056695979865,0.5029614763203781,0.5250103970726561,0.030955324972324817,5,0.6122172475291555,0.6021830393404013,0.6086802859648972,0.6055085224919049,0.6121266106133239,0.6081431411879366,0.003878631855704917,37,0.3533683083566425,0.35510629993864545,0.3618712081462987,0.34700852069201504,0.3562714210873787,0.3547251516441961,0.004795618077029541,24,RidgeClassifier
18,4.222898769378662,0.23120267605477335,0.9813713073730469,0.08235626173064577,10,False,l2,"(1, 1)",3,0.7,0.5,BernoulliNB(),,,"{'selectperc__percentile': 10, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 1), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': BernoulliNB()}",0.6673384194616381,0.6745357708363322,0.6670505254066503,0.6722326183964301,0.6808234955369997,0.6723961659276101,0.005094726944578235,46,0.3962609611149489,0.3607774445792523,0.36497940802600437,0.3756777886811873,0.38622865267223444,0.3767848510147255,0.013155496085994667,40,0.5715757745472195,0.5789763794438633,0.5703877006495087,0.5771657929156023,0.5842594465295897,0.5764730188171567,0.005067332741012885,46,0.347457973456025,0.34316538327164425,0.35075075366180614,0.35784381407153165,0.3602810836154329,0.351899801615288,0.006370516218385052,25,BernoulliNB
