,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_selectperc__percentile,param_preprocessor__text__tfidf__use_idf,param_preprocessor__text__tfidf__norm,param_preprocessor__text__tfidf__ngram_range,param_preprocessor__text__tfidf__min_df,param_preprocessor__text__tfidf__max_df,param_clf__estimator__penalty,param_clf__estimator__class_weight,param_clf__estimator,param_clf__estimator__alpha,param_clf__estimator__loss,param_clf__estimator__max_features,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_Balanced Accuracy,split1_test_Balanced Accuracy,split2_test_Balanced Accuracy,split3_test_Balanced Accuracy,split4_test_Balanced Accuracy,mean_test_Balanced Accuracy,std_test_Balanced Accuracy,rank_test_Balanced Accuracy,split0_test_Matthews Correlation Coefficient,split1_test_Matthews Correlation Coefficient,split2_test_Matthews Correlation Coefficient,split3_test_Matthews Correlation Coefficient,split4_test_Matthews Correlation Coefficient,mean_test_Matthews Correlation Coefficient,std_test_Matthews Correlation Coefficient,rank_test_Matthews Correlation Coefficient,split0_test_Class Balance Accuracy,split1_test_Class Balance Accuracy,split2_test_Class Balance Accuracy,split3_test_Class Balance Accuracy,split4_test_Class Balance Accuracy,mean_test_Class Balance Accuracy,std_test_Class Balance Accuracy,rank_test_Class Balance Accuracy,learner
17,894.169741344452,9.925265342812313,2.858708715438843,0.06354524912281606,85,False,l2,"(2, 3)",3,0.7,,,RandomForestClassifier(),,,0.666,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__max_features': 0.666, 'clf__estimator': RandomForestClassifier()}",0.6257377285159061,0.6312077155606737,0.6304879804232043,0.6310637685331798,0.6347538151454074,0.6306502016356743,0.0028802850923741736,43,0.25543661831411435,0.24438873902294672,0.27131524158774517,0.25296963405184986,0.2670804439170959,0.2582381353787504,0.009763283367840712,59,0.507033965167886,0.5135667336596582,0.5132856993099058,0.5120094598517202,0.5140699127812866,0.5119931541540914,0.002571131000647945,44,0.237291937877984,0.22683974323132955,0.2535315508555584,0.23770519906702278,0.24811268998684366,0.24069622420374767,0.009298247540970325,49,RandomForestClassifier
20,10.685745000839233,0.7916568535257508,1.385045337677002,0.1789257465432397,100,True,l2,"(2, 3)",1,0.7,elasticnet,,Perceptron(),,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.6073125089966892,0.6006909457319707,0.5993954224845257,0.6188282711961998,0.5966023610711201,0.604565901896101,0.007951429477873705,49,0.2919197062518588,0.3063423544061573,0.2638883442445225,0.31101953209455074,0.2832730684099448,0.2912886010814068,0.016919493256469312,47,0.49906506795999805,0.4882691813916791,0.4899554899264696,0.511826981093653,0.48379042707177594,0.49458142948871514,0.009951900221909525,48,0.23079795309386922,0.22845408812495774,0.22888104068917914,0.260293173311186,0.24135615540657102,0.2379564821251526,0.01211931696462357,50,Perceptron
64,6.348435878753662,0.13618304885687624,1.1921386241912841,0.042698855758621014,70,True,l2,"(2, 3)",3,0.95,l2,,Perceptron(),,,,"{'selectperc__percentile': 70, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.5983877932920685,0.595364905714697,0.5821217791852599,0.5881675543400029,0.6212208465303772,0.5970525758124812,0.013346225234575546,51,0.2814543627537146,0.27885121613343494,0.28002862308674265,0.2689931826278829,0.2858972339537007,0.2790449237110951,0.0055642113197154,53,0.482882596468949,0.48054897220193193,0.4650233603856571,0.47240860851380906,0.5056844564201277,0.48130959879809493,0.013723379673049851,50,0.24293465779935464,0.2179836514467109,0.2199432295400246,0.2235930433474905,0.2534307632251347,0.23157706907174305,0.014074449627601003,51,Perceptron
71,7.081138944625854,0.2283248480128694,1.3539460182189942,0.20282657566362808,100,False,l2,"(2, 3)",1,0.95,,,NearestCentroid(),,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator': NearestCentroid()}",0.42637109543687923,0.434000287894055,0.424211890024471,0.41816611486972793,0.41419522027065936,0.42338892169915854,0.006840666440085271,92,0.28842273692878995,0.28212132431005704,0.2870848938201715,0.28683400941147186,0.2830102559703456,0.2854946440881672,0.0024677111665703136,51,0.3480078493571585,0.35675421916999506,0.34343980681516617,0.3417720925267407,0.3358763371119674,0.34517006099620556,0.006973650927080801,79,0.2382792046058046,0.2240119459293719,0.23581778939585551,0.22295493116012682,0.22289841042318728,0.22879245630286923,0.006797403246618761,52,NearestCentroid
5,7.817161941528321,0.2923827224345842,1.221109104156494,0.07912212723493794,70,False,,"(2, 3)",3,0.7,elasticnet,,"SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')",,log,,"{'selectperc__percentile': 70, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__loss': 'log', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')}",0.6427234777601842,0.6489131999424211,0.6415719015402332,0.6422916366777026,0.6461272674920818,0.6443254966825246,0.0027777234061525788,39,0.26663754689983293,0.24173644074768497,0.2526974451754177,0.2385010760820212,0.23701337268236486,0.24731717631746433,0.01111090108529265,63,0.5272039538715385,0.5343311080498753,0.5254008519879813,0.5235587218854587,0.5256331640035807,0.5272255599596869,0.003736315458059278,42,0.24631140720894673,0.22307078598724125,0.2332713909041934,0.21974646551112922,0.21833704197906562,0.22814741831811522,0.010476423772366183,53,SGDClassifier
63,8.883945798873901,0.4468104107485361,1.3356145381927491,0.07151166253589658,100,False,,"(2, 3)",1,0.7,l2,,Perceptron(),,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.5911904419173744,0.5730531164531453,0.5560673672088672,0.5943572765222398,0.5885401670025914,0.5806416738208435,0.01430568564411594,57,0.26403421413195804,0.2372015126129174,0.28928961282335497,0.3041111519966093,0.2615534850194164,0.2712379953168512,0.023283778398744334,54,0.46939819070090905,0.45176053398093735,0.44777046694603523,0.4770338111634193,0.4655942905727827,0.46231145867281676,0.010959095503106206,53,0.22710231036433123,0.21711802010529702,0.22439210555597372,0.22414353757170916,0.23980048667059228,0.2265112920535807,0.0074200103342910205,54,Perceptron
68,10.208683061599732,0.326211561331514,1.2768229961395263,0.04933374060464405,85,False,,"(2, 3)",1,0.7,elasticnet,,Perceptron(),,,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.5865841370375702,0.5792428386353822,0.5615373542536347,0.5783791564704189,0.5852289087244458,0.5781944790242903,0.008927065946263486,58,0.2508098580433186,0.2452572866787288,0.2723095065642534,0.30374514002060043,0.24196049967158578,0.26281645819569743,0.02303357949079031,57,0.465362222112986,0.4603381076491196,0.45217512923426767,0.45841745871767053,0.4619828436213062,0.45965515226707004,0.004380361884915414,55,0.2156884596025935,0.22660120002744027,0.2331672150427359,0.21987558555601502,0.22050482308181005,0.22316745666211896,0.006093392998128188,55,Perceptron
93,6.148449516296386,0.23230815070485494,1.1788865566253661,0.0425776872318696,100,False,l2,"(2, 3)",3,0.7,l2,,Perceptron(),,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.5873038721750395,0.60141068086944,0.5839930905426803,0.5842809845976681,0.5917074575295134,0.5897392171428683,0.006462789092574509,55,0.2509633690619987,0.26615523208165404,0.24525242640769448,0.24911127491297716,0.24914151909478502,0.2521247643118219,0.007258274773209399,61,0.46778710787812655,0.48439675876666316,0.46711563822395713,0.46672979157877875,0.46905881741021105,0.47101762277154735,0.006736251251895659,52,0.21164647745968473,0.22355897372173478,0.2185347131405955,0.2250162566583458,0.2239425366181284,0.22053979151969783,0.004976831316970483,56,Perceptron
0,9.926082515716553,1.146977222757042,1.2594414710998536,0.1158363926260681,70,False,,"(2, 3)",3,0.7,l2,,Perceptron(),,,,"{'selectperc__percentile': 70, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': None, 'clf__estimator': Perceptron()}",0.5835612494601986,0.5727652223981575,0.5572189434288182,0.5773715272779617,0.5980420385833574,0.5777917962296987,0.013356977568321835,59,0.24186402304498883,0.2489986718718305,0.2630539284065536,0.2258601976284702,0.2504366628104654,0.24604269675246168,0.012183770466139268,64,0.4638128040138938,0.445621665846675,0.4467505804207681,0.45311586676506715,0.47598097303147907,0.45705637801557664,0.011456695196720873,58,0.21548806295666484,0.2051967700972574,0.22685014750214472,0.2052013267069487,0.23164980911215616,0.21687722327503436,0.010884648119731045,57,Perceptron
96,6.506771516799927,0.0889175956968556,1.1451069831848144,0.020312877788720495,100,True,l2,"(3, 3)",1,0.7,,,ComplementNB(),0.5,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': ComplementNB()}",0.4491147257809126,0.43803080466388367,0.4420613214337124,0.44652367928602277,0.4310394471638353,0.44135399566567335,0.006401380782758796,91,0.24879724187387364,0.23048245731292138,0.2453304753941077,0.29182389198694336,0.23469733921494634,0.2502262811565585,0.021851036185617328,62,0.3520157067849128,0.33861129853898586,0.34481578450329364,0.3498600494247163,0.33159984245860863,0.34338053634210347,0.007485193026871349,80,0.21739875779705886,0.2016416410967745,0.21472401639146887,0.2326871955369575,0.20408359908897045,0.21410704198224603,0.01106610846878028,58,ComplementNB
50,7.159486150741577,0.20604427124662683,1.2542154788970947,0.11582532996055746,70,False,l2,"(1, 3)",3,0.95,l2,balanced,Perceptron(),,,,"{'selectperc__percentile': 70, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': Perceptron()}",0.38261119907873903,0.5520368504390384,0.5225277098027926,0.520800345472866,0.562482004031097,0.5080916217649066,0.06481472915920607,76,0.31888637659617175,0.39379440295838847,0.3623516591913875,0.35718668070153453,0.34630885865250316,0.3557055956199971,0.02425314236809532,20,0.3160119219682501,0.45292961731526177,0.4156400125039441,0.42396136811411295,0.46608062138934603,0.414924708258183,0.052777291961360884,67,0.15480482687656663,0.22402505428491767,0.2050343904179109,0.22671518879347155,0.25623533869410214,0.2133629598133938,0.03355122396983345,59,Perceptron
29,6.235969543457031,0.3661296240257532,1.2605244636535644,0.05127593831912623,85,False,l2,"(1, 3)",3,0.7,,,BernoulliNB(),0.5,,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': BernoulliNB()}",0.6337987620555635,0.6513602994098172,0.6378292788253923,0.6435871599251476,0.6515980420385834,0.6436347084509008,0.0071211031867848456,40,0.23799162947011035,0.23392365828408446,0.21736374019510724,0.22449297117336156,0.2260891664838358,0.22797223312129988,0.0072663483331225345,66,0.5188705907760178,0.5408452991671574,0.523840173816845,0.5297485129059556,0.5371004316525129,0.5300810016636978,0.008122490890971253,41,0.2202350493236946,0.2197811729702859,0.20232409305436286,0.20921238324920918,0.21155915726526478,0.2126223711725635,0.00675298875257005,60,BernoulliNB
74,5.94362998008728,0.1710224126626768,1.2617433547973633,0.061737263504408085,100,False,,"(1, 3)",3,0.7,,,BernoulliNB(),0.5,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__alpha': 0.5, 'clf__estimator': BernoulliNB()}",0.6284727220382899,0.6414279545127393,0.6316395566431553,0.6411400604577515,0.6443996544773971,0.6374159896258667,0.006198150590614166,42,0.231091838311847,0.21925157558143807,0.20976635123271234,0.21828921740609963,0.21851450408055495,0.2193826973225304,0.006805067899306946,70,0.5108909442382005,0.5266074334287394,0.5149185567123026,0.525837414268958,0.5264988930386627,0.5209506483373726,0.006696961908829222,43,0.21264070377176372,0.20433388469851424,0.19419267345946,0.20353966570885554,0.20367684721572107,0.2036767549708629,0.005843813706362232,61,BernoulliNB
79,11.642247581481934,0.37673556186566093,1.2663045883178712,0.1500053679340541,85,False,l2,"(3, 3)",1,0.95,,,RidgeClassifier(),0.1,,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.5857204548726069,0.5826975672952354,0.5824096732402476,0.5897509716424356,0.5927152317880795,0.5866587797677211,0.004021661989967311,56,0.23056834807583731,0.21853402317762857,0.2359554928289846,0.20733060424332256,0.22087151981839462,0.22265199762883353,0.00994509425825659,69,0.44664731082896425,0.44029088899659524,0.44139923779212475,0.4490040782306806,0.4484824872824728,0.44516480062616753,0.003629859826641862,63,0.20635830079313566,0.1959087636504675,0.21308835129677353,0.18494749449736328,0.1986905176482415,0.1997986855771963,0.009555743529038551,62,RidgeClassifier
51,10.891571760177612,0.5432763545499175,1.481990909576416,0.23296949363788327,100,True,l2,"(2, 3)",1,0.7,elasticnet,balanced,Perceptron(),,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': Perceptron()}",0.5243990211602131,0.5323161076723766,0.5503094861091119,0.5369224125521808,0.49193780593147135,0.5271769666850707,0.01952441226821907,72,0.308102170264658,0.32285150541019597,0.3199184445509639,0.36618492850371426,0.31433352275772963,0.32627811429745235,0.02058047169711044,30,0.4103702972910949,0.4180246333031885,0.4373134848793333,0.42611432085204326,0.3840245147967514,0.4151694502244824,0.017951821110615968,66,0.18609631196332757,0.1861432982541149,0.20746478260806853,0.19827676562775995,0.19272718728469432,0.19414166914759307,0.008066062773044995,63,Perceptron
99,6.530012416839599,0.28166490713509273,1.3665575981140137,0.13005595452610214,100,False,l2,"(1, 3)",3,0.95,,,MultinomialNB(),1,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 1, 'clf__estimator': MultinomialNB()}",0.6977112422628473,0.6932488844105369,0.6897941557506837,0.6962717719879085,0.6919090123812266,0.6937870133586406,0.002875168873360552,24,0.23865231605326997,0.2214753179394263,0.21932916003379857,0.21913357684455245,0.21728462588732553,0.22317499935167456,0.007851831947693835,68,0.6132779303972151,0.6063136675936986,0.6034620716092121,0.6091524747933779,0.6027738286580288,0.6069959946103065,0.003870245244804352,24,0.20444409258925103,0.19018838355150486,0.18627255132368722,0.1885497322546706,0.18523135682951214,0.19093722330972515,0.006971548885047029,64,MultinomialNB
31,8.938337898254394,1.0052450158889477,1.162935447692871,0.08241590621529386,85,False,,"(3, 3)",1,0.95,elasticnet,balanced,"SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')",,hinge,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__loss': 'hinge', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')}",0.3650496617244854,0.3420181373254642,0.34086656110551317,0.3568446811573341,0.3486898934638641,0.3506937869553322,0.00916276697728975,96,0.2589920384610435,0.24005214946311892,0.23877024222883486,0.29989622833019147,0.2479399728846369,0.25713012627356513,0.022563722013434612,60,0.31603923518843313,0.2997604028523291,0.3076463367240976,0.3096803117094276,0.3002723391515931,0.3066797251251761,0.0061068797628077475,87,0.18167484504575898,0.19176181882689783,0.2011783611978898,0.19271499427230238,0.18427286537993057,0.1903205769445559,0.006885134517633653,65,SGDClassifier
76,5.987829303741455,0.29751987287283843,1.3079254627227783,0.11059526728614648,70,False,,"(2, 3)",3,0.7,,,NearestCentroid(),,,,"{'selectperc__percentile': 70, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator': NearestCentroid()}",0.5179214049229883,0.531884266589895,0.5222398157478048,0.5233913919677559,0.33501295709761014,0.4860899672652108,0.07567407628155787,79,0.27469516968695795,0.2659747629127328,0.2818432874519062,0.2560905166501013,0.24466259681128152,0.2646532667025959,0.013198716242934106,56,0.394586823482694,0.41017302701842195,0.4038693119151071,0.40406540361122145,0.2850032916463667,0.37953957153476225,0.04752975764131061,72,0.1881399301261472,0.19498280425820963,0.20307979914372704,0.1869690983500434,0.16035382929209105,0.18670509223404366,0.014374763026741557,66,NearestCentroid
12,4.801056528091431,0.13090747788575804,0.9638195514678956,0.03568036763706702,100,False,l2,"(3, 3)",3,0.95,l2,,"SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')",,hinge,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__penalty': 'l2', 'clf__estimator__loss': 'hinge', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')}",0.5714696991507126,0.568446811573341,0.5664315531884266,0.5731970634806391,0.5804779729340628,0.5720046200654365,0.004841959235718076,60,0.2183932240350234,0.20120116704870888,0.22024450671400306,0.19149455783498756,0.20444333631398215,0.20715535838934102,0.010822971499516585,71,0.42642405430868674,0.41986146606382274,0.4182993370921818,0.4251427872328742,0.4309145264078986,0.4241284342210928,0.004572422145435323,64,0.19372826667450377,0.17816333003017867,0.19678882031485584,0.16897736082859868,0.18196713208273063,0.18392498198617352,0.01021806160681894,67,SGDClassifier
86,7.350107192993164,0.27556102268276894,1.1779836654663085,0.12783863561196948,100,False,l2,"(3, 3)",3,0.7,,,RidgeClassifier(),0.1,,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__class_weight': None, 'clf__estimator__alpha': 0.1, 'clf__estimator': RidgeClassifier()}",0.5531884266589895,0.547718439614222,0.5511731682740751,0.5600978839786959,0.5607543910164123,0.5545864619084789,0.005083186578209653,64,0.19860959691764782,0.18622278020955874,0.21500434729819662,0.19040247503741867,0.19931708393285708,0.19791125667913578,0.00987562717188433,75,0.4007568922967777,0.39028958292269345,0.3966744284864459,0.40777003042323595,0.4030721494330408,0.3997126167124388,0.00592153765170886,70,0.17608536444246078,0.16526792847202285,0.19357649677606167,0.17019721048131997,0.17910260957124952,0.17684592194862297,0.009631599222584612,68,RidgeClassifier
28,7.474796724319458,0.14423487535287072,1.1020743370056152,0.07967541769296396,85,False,,"(3, 3)",1,0.7,,,PassiveAggressiveClassifier(),,,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator': PassiveAggressiveClassifier()}",0.40549877645026633,0.38477040449114724,0.40247588887289476,0.39858931913055995,0.386553412035704,0.3955775601961144,0.008406164723893937,94,0.21467644815958592,0.20796416347981145,0.22215337559126466,0.1878914839642183,0.19694888883639486,0.20592687200625504,0.012246505310745814,72,0.2929646560481022,0.2602402679202897,0.2932335442303065,0.28079179726984305,0.26944007453341806,0.27933406800039184,0.01298905425994356,91,0.18333548958363857,0.18062075472277134,0.19040138216933644,0.15893607840964655,0.16570576443475227,0.17579989386402903,0.011657693456368126,69,PassiveAggressiveClassifier
94,6.98358039855957,0.48541964834997997,1.4029263973236084,0.040637628622146885,85,False,,"(1, 3)",3,0.95,,,BernoulliNB(),1,,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': None, 'preprocessor__text__tfidf__ngram_range': (1, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.95, 'clf__estimator__alpha': 1, 'clf__estimator': BernoulliNB()}",0.6106232906290485,0.6166690657837915,0.6140780192889017,0.6205556355261264,0.6275554275842211,0.6178962877624178,0.0058198427444073825,46,0.19738589157606842,0.1866652330464945,0.18810380604524327,0.19158971386537316,0.19198355270608028,0.19114563944785193,0.0037193235758904513,77,0.4823060744223827,0.48899755918415866,0.4869709194481663,0.4934086919018642,0.49952713401866927,0.4902420757950482,0.005856093698216485,49,0.17800558103439545,0.16839930735765332,0.1696119583928778,0.17408439680639995,0.17450795468252767,0.17292183965477084,0.0034962934308575807,70,BernoulliNB
32,8.031292867660522,0.3723464753064998,1.1224224090576171,0.04798511545075064,100,False,l2,"(3, 3)",1,0.7,elasticnet,,"SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')",,hinge,,"{'selectperc__percentile': 100, 'preprocessor__text__tfidf__use_idf': False, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (3, 3), 'preprocessor__text__tfidf__min_df': 1, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__loss': 'hinge', 'clf__estimator__class_weight': None, 'clf__estimator': SGDClassifier(class_weight='balanced', loss='log', max_iter=10000,
              penalty='elasticnet')}",0.5719015402331942,0.5615373542536347,0.5559234201813733,0.5644162948035123,0.5649294558019003,0.563741613054723,0.005185238163849272,62,0.208178867097228,0.2142350663358897,0.20242993245307417,0.18980927734557354,0.2021343509135888,0.20335749882907087,0.00809293324343553,73,0.42591200382030014,0.41562713841332616,0.4086518403464943,0.4170945671636804,0.4131933905917068,0.4160957880671015,0.005681752417474777,65,0.18307217143510046,0.17947064842755484,0.17812911550196095,0.16233786320729449,0.1545759049467938,0.17151714070374088,0.011061282343173051,71,SGDClassifier
61,7.335091924667358,0.44095469388438313,1.339277744293213,0.17854473846884414,85,True,l2,"(2, 3)",3,0.7,elasticnet,balanced,Perceptron(),,,,"{'selectperc__percentile': 85, 'preprocessor__text__tfidf__use_idf': True, 'preprocessor__text__tfidf__norm': 'l2', 'preprocessor__text__tfidf__ngram_range': (2, 3), 'preprocessor__text__tfidf__min_df': 3, 'preprocessor__text__tfidf__max_df': 0.7, 'clf__estimator__penalty': 'elasticnet', 'clf__estimator__class_weight': 'balanced', 'clf__estimator': Perceptron()}",0.5007917086512164,0.4911472578091262,0.5203685043903843,0.5028069670361307,0.4706305787503599,0.4971490033274435,0.016270678389874747,78,0.29697738252612205,0.28644830614088396,0.27633631537620024,0.31682620915496806,0.2650777762825966,0.2883331978961542,0.017747485794122223,49,0.3779438046707473,0.36957949568101955,0.4009504855238086,0.3847354540986082,0.34911523929308147,0.376464895853453,0.01712043139635342,74,0.17698382153765663,0.1618550437004808,0.17717108165880036,0.1683826020010254,0.16103566882626782,0.1690856435448462,0.007004762088638322,72,Perceptron
